Character,Item,Position,PickRate,Timing,Count
Troll Warlord,Iron Branch,Off Lane,0.15,Start,1
Troll Warlord,Wraith Band,Off Lane,0.29,Early Game,2
Troll Warlord,Wraith Band,Off Lane,0.48,Early Game,1
Troll Warlord,Magic Wand,Off Lane,0.86,Early Game,1
Troll Warlord,Boots of Speed,Off Lane,0.76,Early Game,1
Troll Warlord,Orb of Corrosion,Off Lane,0.14,Early Game,1
Troll Warlord,Power Treads,Off Lane,0.29,Early Game,1
Troll Warlord,Phase Boots,Off Lane,0.67,Early Game,1
Troll Warlord,Diffusal Blade,Off Lane,0.37,Mid Game,1
Troll Warlord,Yasha,Off Lane,0.5,Mid Game,1
Troll Warlord,Sange and Yasha,Off Lane,0.46,Mid Game,1
Troll Warlord,Pipe of Insight,Off Lane,0.5,Mid Game,1
Troll Warlord,Black King Bar,Off Lane,1.0,Mid Game,1
Troll Warlord,Aghanim's Scepter,Off Lane,0.6,Mid Game,1
Troll Warlord,Shadow Blade,Off Lane,0.11,Mid Game,1
Troll Warlord,Monkey King Bar,Off Lane,0.25,Mid Game,1
Troll Warlord,Aghanim's Shard,Off Lane,0.17,Mid Game,1
Troll Warlord,Silver Edge,Off Lane,0.25,Late Game,1
Troll Warlord,Blink Dagger,Off Lane,1.0,Late Game,1
Troll Warlord,Tango,Semi Support,0.95,Start,1
Troll Warlord,Iron Branch,Semi Support,0.85,Start,1
Troll Warlord,Blood Grenade,Semi Support,0.8,Start,1
Troll Warlord,Magic Stick,Semi Support,0.7,Start,1
Troll Warlord,Observer and Sentry Wards,Semi Support,0.6,Start,1
Troll Warlord,Sentry Ward,Semi Support,0.55,Start,1
Troll Warlord,Enchanted Mango,Semi Support,0.35,Start,1
Troll Warlord,Faerie Fire,Semi Support,0.3,Start,1
Troll Warlord,Circlet,Semi Support,0.25,Start,1
Troll Warlord,Slippers of Agility,Semi Support,0.15,Start,1
Troll Warlord,Orb of Venom,Semi Support,0.1,Start,1
Troll Warlord,Boots of Speed,Semi Support,1.0,Early Game,1
Troll Warlord,Magic Wand,Semi Support,0.8,Early Game,1
Troll Warlord,Wraith Band,Semi Support,0.4,Early Game,1
Troll Warlord,Power Treads,Semi Support,0.35,Early Game,1
Troll Warlord,Orb of Corrosion,Semi Support,0.3,Early Game,1
Troll Warlord,Phase Boots,Semi Support,0.15,Early Game,1
Troll Warlord,Urn of Shadows,Semi Support,0.15,Early Game,1
Troll Warlord,Wind Lace,Semi Support,0.1,Early Game,1
Troll Warlord,Black King Bar,Semi Support,0.6,Mid Game,1
Troll Warlord,Yasha,Semi Support,0.25,Mid Game,1
Troll Warlord,Diffusal Blade,Semi Support,0.25,Mid Game,1
Troll Warlord,Maelstrom,Semi Support,0.25,Mid Game,1
Troll Warlord,Power Treads,Semi Support,0.25,Mid Game,1
Troll Warlord,Blink Dagger,Semi Support,0.2,Mid Game,1
Troll Warlord,Aghanim's Shard,Semi Support,0.15,Mid Game,1
Troll Warlord,Crystalys,Semi Support,0.15,Mid Game,1
Troll Warlord,Orb of Corrosion,Semi Support,0.15,Mid Game,1
Troll Warlord,Sange and Yasha,Semi Support,0.15,Mid Game,1
Troll Warlord,Wind Lace,Semi Support,0.1,Mid Game,1
Troll Warlord,Aghanim's Scepter,Semi Support,0.1,Mid Game,1
Troll Warlord,Blade Mail,Semi Support,0.1,Mid Game,1
Troll Warlord,Spirit Vessel,Semi Support,0.1,Mid Game,1
Troll Warlord,Skull Basher,Semi Support,0.1,Mid Game,1
Troll Warlord,Sange and Yasha,Semi Support,0.22,Late Game,1
Troll Warlord,Daedalus,Semi Support,0.22,Late Game,1
Troll Warlord,Blink Dagger,Semi Support,0.22,Late Game,1
Troll Warlord,Skull Basher,Semi Support,0.22,Late Game,1
Troll Warlord,Monkey King Bar,Semi Support,0.11,Late Game,1
Troll Warlord,Divine Rapier,Semi Support,0.11,Late Game,1
Troll Warlord,Yasha,Semi Support,0.11,Late Game,1
Troll Warlord,Heart of Tarrasque,Semi Support,0.11,Late Game,1
Troll Warlord,Veil of Discord,Semi Support,0.11,Late Game,1
Troll Warlord,Shiva's Guard,Semi Support,0.11,Late Game,1
Troll Warlord,Aghanim's Scepter,Semi Support,0.11,Late Game,1
Troll Warlord,Iron Branch,Full Support,0.88,Start,1
Troll Warlord,Tango,Full Support,0.81,Start,1
Troll Warlord,Magic Stick,Full Support,0.69,Start,1
Troll Warlord,Quelling Blade,Full Support,0.44,Start,1
Troll Warlord,Blood Grenade,Full Support,0.38,Start,1
Troll Warlord,Faerie Fire,Full Support,0.31,Start,1
Troll Warlord,Sentry Ward,Full Support,0.25,Start,1
Troll Warlord,Enchanted Mango,Full Support,0.25,Start,1
Troll Warlord,Observer and Sentry Wards,Full Support,0.19,Start,1
Troll Warlord,Slippers of Agility,Full Support,0.19,Start,1
Troll Warlord,Circlet,Full Support,0.13,Start,1
Troll Warlord,Boots of Speed,Full Support,0.81,Early Game,1
Troll Warlord,Magic Wand,Full Support,0.69,Early Game,1
Troll Warlord,Phase Boots,Full Support,0.31,Early Game,1
Troll Warlord,Wraith Band,Full Support,0.19,Early Game,1
Troll Warlord,Wind Lace,Full Support,0.19,Early Game,1
Troll Warlord,Orb of Corrosion,Full Support,0.19,Early Game,1
Troll Warlord,Urn of Shadows,Full Support,0.13,Early Game,1
Troll Warlord,Power Treads,Full Support,0.13,Early Game,1
Troll Warlord,Black King Bar,Full Support,0.4,Mid Game,1
Troll Warlord,Yasha,Full Support,0.33,Mid Game,1
Troll Warlord,Aghanim's Scepter,Full Support,0.33,Mid Game,1
Troll Warlord,Sange and Yasha,Full Support,0.27,Mid Game,1
Troll Warlord,Diffusal Blade,Full Support,0.27,Mid Game,1
Troll Warlord,Battle Fury,Full Support,0.2,Mid Game,1
Troll Warlord,Phase Boots,Full Support,0.2,Mid Game,1
Troll Warlord,Aghanim's Shard,Full Support,0.2,Mid Game,1
Troll Warlord,Spirit Vessel,Full Support,0.13,Mid Game,1
Troll Warlord,Wind Lace,Full Support,0.13,Mid Game,1
Troll Warlord,Blade Mail,Full Support,0.13,Mid Game,1
Troll Warlord,Morbid Mask,Full Support,0.13,Mid Game,1
Troll Warlord,Skull Basher,Full Support,0.13,Mid Game,1
Troll Warlord,Power Treads,Full Support,0.13,Mid Game,1
Troll Warlord,Magic Wand,Full Support,0.13,Mid Game,1
Troll Warlord,Refresher Orb,Full Support,0.4,Late Game,1
Troll Warlord,Boots of Bearing,Full Support,0.2,Late Game,1
Troll Warlord,Yasha,Full Support,0.2,Late Game,1
Troll Warlord,Mjollnir,Full Support,0.2,Late Game,1
Troll Warlord,Aghanim's Scepter,Full Support,0.2,Late Game,1
Troll Warlord,Aghanim's Shard,Full Support,0.2,Late Game,1
Troll Warlord,Monkey King Bar,Full Support,0.2,Late Game,1
Troll Warlord,Black King Bar,Full Support,0.2,Late Game,1
Centaur Warrunner,Gauntlets of Strength,Carry,0.83,Start,1
Centaur Warrunner,Iron Branch,Carry,0.67,Start,1
Centaur Warrunner,Tango,Carry,0.67,Start,1
Centaur Warrunner,Ring of Protection,Carry,0.33,Start,1
Centaur Warrunner,Magic Stick,Carry,0.17,Start,1
Centaur Warrunner,Observer Ward,Carry,0.17,Start,1
Centaur Warrunner,Ring of Regen,Carry,0.17,Start,1
Centaur Warrunner,Enchanted Mango,Carry,0.17,Start,1
Centaur Warrunner,Bracer,Carry,0.17,Start,1
Centaur Warrunner,Faerie Fire,Carry,0.17,Start,1
Centaur Warrunner,Bracer,Carry,1.0,Early Game,1
Centaur Warrunner,Magic Wand,Carry,0.13,Early Game,1
Centaur Warrunner,Phase Boots,Carry,0.13,Early Game,1
Centaur Warrunner,Boots of Speed,Carry,0.13,Early Game,1
Centaur Warrunner,Vanguard,Carry,0.13,Early Game,1
Centaur Warrunner,Blade Mail,Carry,0.6,Mid Game,1
Centaur Warrunner,Blink Dagger,Carry,0.4,Mid Game,1
Centaur Warrunner,Shiva's Guard,Carry,0.2,Mid Game,1
Centaur Warrunner,Veil of Discord,Carry,0.2,Mid Game,1
Centaur Warrunner,Heart of Tarrasque,Carry,0.2,Mid Game,1
Centaur Warrunner,Pipe of Insight,Carry,0.2,Mid Game,1
Centaur Warrunner,Black King Bar,Carry,1.0,Late Game,1
Centaur Warrunner,Tango,Mid,1.0,Start,1
Centaur Warrunner,Observer Ward,Mid,0.67,Start,1
Centaur Warrunner,Faerie Fire,Mid,0.67,Start,1
Centaur Warrunner,Iron Branch,Mid,0.67,Start,1
Centaur Warrunner,Ring of Protection,Mid,0.33,Start,1
Centaur Warrunner,Bracer,Mid,0.33,Start,1
Centaur Warrunner,Enchanted Mango,Mid,0.33,Start,1
Centaur Warrunner,Gauntlets of Strength,Mid,0.33,Start,1
Centaur Warrunner,Bracer,Mid,1.0,Early Game,1
Centaur Warrunner,Blink Dagger,Mid,0.33,Early Game,1
Centaur Warrunner,Magic Wand,Mid,0.33,Early Game,1
Centaur Warrunner,Bottle,Mid,0.33,Early Game,1
Centaur Warrunner,Blade Mail,Mid,0.33,Early Game,1
Centaur Warrunner,Blade Mail,Mid,0.67,Mid Game,1
Centaur Warrunner,Blink Dagger,Mid,0.33,Mid Game,1
Centaur Warrunner,Sange,Mid,0.33,Mid Game,1
Centaur Warrunner,Aghanim's Scepter,Mid,0.33,Mid Game,1
Centaur Warrunner,Wind Lace,Mid,0.33,Mid Game,1
Centaur Warrunner,Shiva's Guard,Mid,0.33,Mid Game,1
Centaur Warrunner,Veil of Discord,Mid,0.33,Mid Game,1
Centaur Warrunner,Kaya and Sange,Mid,1.0,Late Game,1
Centaur Warrunner,Tango,Semi Support,0.64,Start,1
Centaur Warrunner,Gauntlets of Strength,Semi Support,0.43,Start,2
Centaur Warrunner,Iron Branch,Semi Support,0.36,Start,1
Centaur Warrunner,Sentry Ward,Semi Support,0.36,Start,1
Centaur Warrunner,Gauntlets of Strength,Semi Support,0.36,Start,1
Centaur Warrunner,Magic Stick,Semi Support,0.29,Start,1
Centaur Warrunner,Blood Grenade,Semi Support,0.29,Start,1
Centaur Warrunner,Iron Branch,Semi Support,0.29,Start,2
Centaur Warrunner,Enchanted Mango,Semi Support,0.21,Start,1
Centaur Warrunner,Quelling Blade,Semi Support,0.21,Start,1
Centaur Warrunner,Gauntlets of Strength,Semi Support,0.14,Start,3
Centaur Warrunner,Observer and Sentry Wards,Semi Support,0.14,Start,1
Centaur Warrunner,Circlet,Semi Support,0.14,Start,1
Centaur Warrunner,Ring of Protection,Semi Support,0.14,Start,1
Centaur Warrunner,Boots of Speed,Semi Support,0.15,Early Game,1
Centaur Warrunner,Bracer,Semi Support,0.58,Early Game,2
Centaur Warrunner,Wind Lace,Semi Support,0.12,Early Game,1
Centaur Warrunner,Bracer,Semi Support,0.15,Early Game,3
Centaur Warrunner,Bracer,Semi Support,0.23,Early Game,1
Centaur Warrunner,Phase Boots,Semi Support,0.15,Early Game,1
Centaur Warrunner,Magic Wand,Semi Support,0.27,Early Game,1
Centaur Warrunner,Blade Mail,Semi Support,0.77,Mid Game,1
Centaur Warrunner,Blink Dagger,Semi Support,0.84,Mid Game,1
Centaur Warrunner,Helm of Iron Will,Semi Support,0.15,Mid Game,1
Centaur Warrunner,Sange,Semi Support,0.13,Mid Game,1
Centaur Warrunner,Pipe of Insight,Semi Support,0.38,Mid Game,1
Centaur Warrunner,Heaven's Halberd,Semi Support,0.17,Mid Game,1
Centaur Warrunner,Aghanim's Shard,Semi Support,1.0,Mid Game,1
Centaur Warrunner,Lotus Orb,Semi Support,0.3,Mid Game,1
Centaur Warrunner,Eternal Shroud,Semi Support,0.2,Mid Game,1
Centaur Warrunner,Veil of Discord,Semi Support,0.25,Mid Game,1
Centaur Warrunner,Shiva's Guard,Semi Support,0.13,Mid Game,1
Centaur Warrunner,Scythe of Vyse,Semi Support,0.2,Late Game,1
Centaur Warrunner,Aghanim's Scepter,Semi Support,1.0,Late Game,1
Centaur Warrunner,Eul's Scepter of Divinity,Semi Support,0.17,Late Game,1
Centaur Warrunner,Force Staff,Semi Support,0.2,Late Game,1
Centaur Warrunner,Boots of Travel,Semi Support,1.0,Late Game,1
Centaur Warrunner,Tango,Full Support,0.71,Start,1
Centaur Warrunner,Blood Grenade,Full Support,0.71,Start,1
Centaur Warrunner,Sentry Ward,Full Support,0.43,Start,1
Centaur Warrunner,Gauntlets of Strength,Full Support,0.43,Start,1
Centaur Warrunner,Iron Branch,Full Support,0.43,Start,2
Centaur Warrunner,Gauntlets of Strength,Full Support,0.43,Start,2
Centaur Warrunner,Observer and Sentry Wards,Full Support,0.29,Start,1
Centaur Warrunner,Gauntlets of Strength,Full Support,0.14,Start,3
Centaur Warrunner,Magic Stick,Full Support,0.14,Start,1
Centaur Warrunner,Ring of Protection,Full Support,0.14,Start,1
Centaur Warrunner,Healing Salve,Full Support,0.14,Start,1
Centaur Warrunner,Observer Ward,Full Support,0.14,Start,1
Centaur Warrunner,Circlet,Full Support,0.14,Start,2
Centaur Warrunner,Faerie Fire,Full Support,0.14,Start,1
Centaur Warrunner,Enchanted Mango,Full Support,0.14,Start,1
Centaur Warrunner,Boots of Speed,Full Support,0.19,Early Game,1
Centaur Warrunner,Bracer,Full Support,0.19,Early Game,2
Centaur Warrunner,Bracer,Full Support,0.12,Early Game,3
Centaur Warrunner,Bracer,Full Support,0.46,Early Game,1
Centaur Warrunner,Magic Wand,Full Support,0.12,Early Game,1
Centaur Warrunner,Phase Boots,Full Support,0.38,Early Game,1
Centaur Warrunner,Blade Mail,Full Support,0.63,Mid Game,1
Centaur Warrunner,Blink Dagger,Full Support,1.0,Mid Game,1
Centaur Warrunner,Helm of Iron Will,Full Support,0.25,Mid Game,1
Centaur Warrunner,Spirit Vessel,Full Support,0.25,Mid Game,1
Centaur Warrunner,Crimson Guard,Full Support,0.33,Mid Game,1
Centaur Warrunner,Heart of Tarrasque,Full Support,0.33,Mid Game,1
Centaur Warrunner,Veil of Discord,Full Support,0.33,Mid Game,1
Centaur Warrunner,Aghanim's Shard,Full Support,0.5,Late Game,1
Centaur Warrunner,Heaven's Halberd,Full Support,1.0,Late Game,1
Magnus,Iron Branch,Carry,0.56,Start,3
Magnus,Tango,Carry,0.56,Start,1
Magnus,Circlet,Carry,0.35,Start,2
Magnus,Magic Wand,Carry,0.34,Start,1
Magnus,Quelling Blade,Carry,0.32,Start,1
Magnus,Iron Branch,Carry,0.29,Start,2
Magnus,Circlet,Carry,0.27,Start,1
Magnus,Magic Stick,Carry,0.26,Start,1
Magnus,Iron Branch,Carry,0.11,Start,1
Magnus,Magic Wand,Carry,0.81,Early Game,1
Magnus,Bracer,Carry,0.36,Early Game,1
Magnus,Wraith Band,Carry,0.26,Early Game,1
Magnus,Boots of Speed,Carry,0.75,Early Game,1
Magnus,Null Talisman,Carry,0.13,Early Game,1
Magnus,Power Treads,Carry,0.99,Early Game,1
Magnus,Morbid Mask,Carry,0.5,Early Game,1
Magnus,Mask of Madness,Carry,0.57,Early Game,1
Magnus,Echo Sabre,Carry,0.93,Mid Game,1
Magnus,Harpoon,Carry,0.83,Mid Game,1
Magnus,Yasha,Carry,0.41,Mid Game,1
Magnus,Blink Dagger,Carry,0.69,Mid Game,1
Magnus,Sange and Yasha,Carry,0.2,Mid Game,1
Magnus,Manta Style,Carry,0.21,Mid Game,1
Magnus,Black King Bar,Carry,0.86,Mid Game,1
Magnus,Aghanim's Shard,Carry,0.36,Mid Game,1
Magnus,Orchid Malevolence,Carry,0.11,Mid Game,1
Magnus,Shadow Blade,Carry,0.2,Mid Game,1
Magnus,Crystalys,Carry,0.39,Mid Game,1
Magnus,Daedalus,Carry,0.39,Mid Game,1
Magnus,Linken's Sphere,Carry,0.15,Mid Game,1
Magnus,Silver Edge,Carry,0.26,Mid Game,1
Magnus,Assault Cuirass,Carry,0.19,Mid Game,1
Magnus,Bloodthorn,Carry,0.13,Mid Game,1
Magnus,Monkey King Bar,Carry,0.14,Mid Game,1
Magnus,Satanic,Carry,0.28,Mid Game,1
Magnus,Nullifier,Carry,0.22,Late Game,1
Magnus,Swift Blink,Carry,0.29,Late Game,1
Magnus,Refresher Orb,Carry,0.38,Late Game,1
Magnus,Tango,Mid,0.97,Start,1
Magnus,Observer Ward,Mid,0.67,Start,1
Magnus,Iron Branch,Mid,0.32,Start,5
Magnus,Faerie Fire,Mid,0.31,Start,1
Magnus,Iron Branch,Mid,0.3,Start,4
Magnus,Iron Branch,Mid,0.25,Start,3
Magnus,Quelling Blade,Mid,0.25,Start,1
Magnus,Circlet,Mid,0.16,Start,1
Magnus,Bottle,Mid,0.95,Early Game,1
Magnus,Wraith Band,Mid,0.13,Early Game,1
Magnus,Boots of Speed,Mid,0.91,Early Game,1
Magnus,Bracer,Mid,0.13,Early Game,1
Magnus,Magic Wand,Mid,0.9,Early Game,1
Magnus,Power Treads,Mid,0.92,Early Game,1
Magnus,Blink Dagger,Mid,0.96,Early Game,1
Magnus,Echo Sabre,Mid,0.49,Mid Game,1
Magnus,Yasha,Mid,0.1,Mid Game,1
Magnus,Aghanim's Shard,Mid,0.45,Mid Game,1
Magnus,Harpoon,Mid,0.44,Mid Game,1
Magnus,Black King Bar,Mid,0.76,Mid Game,1
Magnus,Aether Lens,Mid,0.14,Mid Game,1
Magnus,Aghanim's Scepter,Mid,0.32,Mid Game,1
Magnus,Shadow Blade,Mid,0.17,Mid Game,1
Magnus,Tiara of Selemene,Mid,0.12,Mid Game,1
Magnus,Linken's Sphere,Mid,0.24,Mid Game,1
Magnus,Octarine Core,Mid,0.15,Mid Game,1
Magnus,Assault Cuirass,Mid,0.14,Mid Game,1
Magnus,Refresher Orb,Mid,0.61,Late Game,1
Magnus,Overwhelming Blink,Mid,0.13,Late Game,1
Magnus,Swift Blink,Mid,0.15,Late Game,1
Magnus,Arcane Blink,Mid,1.0,Late Game,1
Magnus,Blood Grenade,Semi Support,0.77,Start,1
Magnus,Tango,Semi Support,0.77,Start,1
Magnus,Sentry Ward,Semi Support,0.51,Start,1
Magnus,Observer and Sentry Wards,Semi Support,0.45,Start,1
Magnus,Boots of Speed,Semi Support,0.31,Start,1
Magnus,Iron Branch,Semi Support,0.3,Start,2
Magnus,Circlet,Semi Support,0.24,Start,1
Magnus,Iron Branch,Semi Support,0.23,Start,3
Magnus,Magic Stick,Semi Support,0.21,Start,1
Magnus,Wind Lace,Semi Support,0.16,Start,1
Magnus,Observer Ward,Semi Support,0.15,Start,1
Magnus,Boots of Speed,Semi Support,0.95,Early Game,1
Magnus,Wind Lace,Semi Support,0.58,Early Game,1
Magnus,Ring of Basilius,Semi Support,0.28,Early Game,1
Magnus,Magic Wand,Semi Support,0.66,Early Game,1
Magnus,Null Talisman,Semi Support,0.1,Early Game,1
Magnus,Arcane Boots,Semi Support,0.45,Mid Game,1
Magnus,Blink Dagger,Semi Support,1.0,Mid Game,1
Magnus,Tranquil Boots,Semi Support,0.22,Mid Game,1
Magnus,Aghanim's Shard,Semi Support,0.41,Mid Game,1
Magnus,Force Staff,Semi Support,0.48,Mid Game,1
Magnus,Glimmer Cape,Semi Support,0.18,Mid Game,1
Magnus,Aether Lens,Semi Support,0.44,Mid Game,1
Magnus,Eul's Scepter of Divinity,Semi Support,0.26,Mid Game,1
Magnus,Ghost Scepter,Semi Support,0.18,Mid Game,1
Magnus,Aghanim's Scepter,Semi Support,0.4,Mid Game,1
Magnus,Black King Bar,Semi Support,0.14,Mid Game,1
Magnus,Lotus Orb,Semi Support,0.13,Mid Game,1
Magnus,Refresher Orb,Semi Support,0.26,Late Game,1
Magnus,Ethereal Blade,Semi Support,0.17,Late Game,1
Magnus,Divine Rapier,Semi Support,0.11,Late Game,1
Magnus,Blood Grenade,Full Support,0.86,Start,1
Magnus,Tango,Full Support,0.79,Start,1
Magnus,Sentry Ward,Full Support,0.65,Start,1
Magnus,Observer and Sentry Wards,Full Support,0.42,Start,1
Magnus,Magic Stick,Full Support,0.36,Start,1
Magnus,Iron Branch,Full Support,0.32,Start,2
Magnus,Boots of Speed,Full Support,0.26,Start,1
Magnus,Wind Lace,Full Support,0.21,Start,1
Magnus,Faerie Fire,Full Support,0.2,Start,1
Magnus,Enchanted Mango,Full Support,0.16,Start,1
Magnus,Iron Branch,Full Support,0.1,Start,1
Magnus,Circlet,Full Support,0.1,Start,1
Magnus,Boots of Speed,Full Support,0.96,Early Game,1
Magnus,Wind Lace,Full Support,0.56,Early Game,1
Magnus,Ring of Basilius,Full Support,0.39,Early Game,1
Magnus,Magic Wand,Full Support,0.63,Early Game,1
Magnus,Tranquil Boots,Full Support,0.14,Early Game,1
Magnus,Arcane Boots,Full Support,0.63,Mid Game,1
Magnus,Blink Dagger,Full Support,0.99,Mid Game,1
Magnus,Aghanim's Shard,Full Support,0.37,Mid Game,1
Magnus,Force Staff,Full Support,0.39,Mid Game,1
Magnus,Eul's Scepter of Divinity,Full Support,0.18,Mid Game,1
Magnus,Aether Lens,Full Support,0.4,Mid Game,1
Magnus,Ghost Scepter,Full Support,0.12,Mid Game,1
Magnus,Glimmer Cape,Full Support,0.16,Mid Game,1
Magnus,Aghanim's Scepter,Full Support,0.26,Mid Game,1
Magnus,Shadow Blade,Full Support,0.14,Late Game,1
Magnus,Black King Bar,Full Support,0.2,Late Game,1
Magnus,Ethereal Blade,Full Support,0.13,Late Game,1
Magnus,Refresher Orb,Full Support,0.3,Late Game,1
Timbersaw,Tango,Carry,0.62,Start,1
Timbersaw,Iron Branch,Carry,0.57,Start,2
Timbersaw,Quelling Blade,Carry,0.52,Start,1
Timbersaw,Gauntlets of Strength,Carry,0.38,Start,1
Timbersaw,Magic Stick,Carry,0.38,Start,1
Timbersaw,Circlet,Carry,0.33,Start,1
Timbersaw,Gauntlets of Strength,Carry,0.19,Start,2
Timbersaw,Iron Branch,Carry,0.19,Start,1
Timbersaw,Bracer,Carry,0.14,Start,1
Timbersaw,Enchanted Mango,Carry,0.14,Start,1
Timbersaw,Iron Branch,Carry,0.14,Start,3
Timbersaw,Magic Wand,Carry,0.1,Start,1
Timbersaw,Observer Ward,Carry,0.1,Start,1
Timbersaw,Faerie Fire,Carry,0.1,Start,1
Timbersaw,Bracer,Carry,0.52,Early Game,1
Timbersaw,Ring of Basilius,Carry,0.57,Early Game,1
Timbersaw,Boots of Speed,Carry,0.71,Early Game,1
Timbersaw,Magic Wand,Carry,0.81,Early Game,1
Timbersaw,Arcane Boots,Carry,0.9,Early Game,1
Timbersaw,Soul Ring,Carry,0.62,Early Game,1
Timbersaw,Kaya,Carry,0.9,Mid Game,1
Timbersaw,Eul's Scepter of Divinity,Carry,0.16,Mid Game,1
Timbersaw,Blink Dagger,Carry,0.6,Mid Game,1
Timbersaw,Pipe of Insight,Carry,0.16,Mid Game,1
Timbersaw,Eternal Shroud,Carry,0.25,Mid Game,1
Timbersaw,Lotus Orb,Carry,0.17,Mid Game,1
Timbersaw,Aghanim's Shard,Carry,0.2,Mid Game,1
Timbersaw,Kaya and Sange,Carry,1.0,Mid Game,1
Timbersaw,Aghanim's Scepter,Carry,0.82,Mid Game,1
Timbersaw,Veil of Discord,Carry,0.38,Mid Game,1
Timbersaw,Shiva's Guard,Carry,0.6,Mid Game,1
Timbersaw,Bloodstone,Carry,0.13,Mid Game,1
Timbersaw,Black King Bar,Carry,1.0,Mid Game,1
Timbersaw,Scythe of Vyse,Carry,0.33,Late Game,1
Timbersaw,Boots of Travel,Carry,0.33,Late Game,1
Timbersaw,Heart of Tarrasque,Carry,1.0,Late Game,1
Timbersaw,Tango,Mid,0.98,Start,1
Timbersaw,Observer Ward,Mid,0.7,Start,1
Timbersaw,Faerie Fire,Mid,0.44,Start,1
Timbersaw,Iron Branch,Mid,0.38,Start,4
Timbersaw,Quelling Blade,Mid,0.32,Start,1
Timbersaw,Iron Branch,Mid,0.3,Start,3
Timbersaw,Iron Branch,Mid,0.16,Start,5
Timbersaw,Iron Branch,Mid,0.13,Start,2
Timbersaw,Bottle,Mid,0.96,Early Game,1
Timbersaw,Boots of Speed,Mid,0.91,Early Game,1
Timbersaw,Bracer,Mid,0.14,Early Game,1
Timbersaw,Ring of Basilius,Mid,0.64,Early Game,1
Timbersaw,Magic Wand,Mid,0.89,Early Game,1
Timbersaw,Arcane Boots,Mid,0.98,Early Game,1
Timbersaw,Soul Ring,Mid,0.32,Early Game,1
Timbersaw,Kaya,Mid,0.94,Mid Game,1
Timbersaw,Blink Dagger,Mid,0.84,Mid Game,1
Timbersaw,Eul's Scepter of Divinity,Mid,0.17,Mid Game,1
Timbersaw,Eternal Shroud,Mid,0.15,Mid Game,1
Timbersaw,Aghanim's Scepter,Mid,0.77,Mid Game,1
Timbersaw,Veil of Discord,Mid,0.49,Mid Game,1
Timbersaw,Aghanim's Shard,Mid,0.33,Mid Game,1
Timbersaw,Lotus Orb,Mid,0.11,Mid Game,1
Timbersaw,Kaya and Sange,Mid,0.5,Mid Game,1
Timbersaw,Shiva's Guard,Mid,0.64,Mid Game,1
Timbersaw,Black King Bar,Mid,0.61,Mid Game,1
Timbersaw,Octarine Core,Mid,0.2,Mid Game,1
Timbersaw,Scythe of Vyse,Mid,0.5,Late Game,1
Timbersaw,Boots of Travel,Mid,0.22,Late Game,1
Timbersaw,Dagon,Mid,1.0,Late Game,1
Timbersaw,Wind Waker,Mid,0.15,Late Game,1
Timbersaw,Heart of Tarrasque,Mid,0.11,Late Game,1
Timbersaw,Overwhelming Blink,Mid,0.12,Late Game,1
Timbersaw,Boots of Travel 2,Mid,0.22,Late Game,1
Timbersaw,Divine Rapier,Mid,0.25,Late Game,1
Timbersaw,Refresher Orb,Mid,0.22,Late Game,1
Timbersaw,Dagon,Mid,1.0,Late Game,1
Timbersaw,Tango,Semi Support,0.88,Start,1
Timbersaw,Blood Grenade,Semi Support,0.67,Start,1
Timbersaw,Magic Stick,Semi Support,0.5,Start,1
Timbersaw,Sentry Ward,Semi Support,0.36,Start,1
Timbersaw,Enchanted Mango,Semi Support,0.35,Start,1
Timbersaw,Observer and Sentry Wards,Semi Support,0.32,Start,1
Timbersaw,Iron Branch,Semi Support,0.29,Start,2
Timbersaw,Iron Branch,Semi Support,0.29,Start,1
Timbersaw,Gauntlets of Strength,Semi Support,0.27,Start,1
Timbersaw,Circlet,Semi Support,0.23,Start,1
Timbersaw,Quelling Blade,Semi Support,0.16,Start,1
Timbersaw,Faerie Fire,Semi Support,0.12,Start,1
Timbersaw,Iron Branch,Semi Support,0.12,Start,3
Timbersaw,Boots of Speed,Semi Support,0.94,Early Game,1
Timbersaw,Bracer,Semi Support,0.37,Early Game,1
Timbersaw,Ring of Basilius,Semi Support,0.72,Early Game,1
Timbersaw,Magic Wand,Semi Support,0.65,Early Game,1
Timbersaw,Arcane Boots,Semi Support,0.95,Early Game,1
Timbersaw,Soul Ring,Semi Support,0.45,Early Game,1
Timbersaw,Wind Lace,Semi Support,0.28,Mid Game,1
Timbersaw,Blink Dagger,Semi Support,0.58,Mid Game,1
Timbersaw,Kaya,Semi Support,0.51,Mid Game,1
Timbersaw,Pipe of Insight,Semi Support,0.2,Mid Game,1
Timbersaw,Eul's Scepter of Divinity,Semi Support,0.48,Mid Game,1
Timbersaw,Aghanim's Shard,Semi Support,0.41,Mid Game,1
Timbersaw,Aghanim's Scepter,Semi Support,0.64,Mid Game,1
Timbersaw,Veil of Discord,Semi Support,0.34,Mid Game,1
Timbersaw,Kaya and Sange,Semi Support,0.13,Mid Game,1
Timbersaw,Ghost Scepter,Semi Support,0.13,Mid Game,1
Timbersaw,Lotus Orb,Semi Support,0.14,Mid Game,1
Timbersaw,Shiva's Guard,Semi Support,0.24,Mid Game,1
Timbersaw,Scythe of Vyse,Semi Support,0.25,Late Game,1
Timbersaw,Black King Bar,Semi Support,0.33,Late Game,1
