Game,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Max Payne 2: The Fall of Max Payne,PC,2003,Shooter,Take-Two Interactive,0,2000000,0,0,3000000
Dakar 2: The World's Ultimate Rally,GC,2003,Racing,Acclaim Entertainment,2000000,1000000,0,0,3000000
NBA 2K7,XB,2006,Sports,Take-Two Interactive,2000000,1000000,0,0,3000000
Auto Modellista,GC,2003,Racing,Capcom,2000000,1000000,0,0,3000000
Jewel Match 2,DS,2012,Puzzle,Easy Interactive,0,2000000,0,0,3000000
"Hanayaka Kana, Ware ga Ichizoku Twin Pack",PSP,2011,Misc,Idea Factory,0,0,3000000,0,3000000
MySims,PC,2008,Simulation,Electronic Arts,0,2000000,0,0,3000000
Guild Wars: Nightfall,PC,2006,Role-Playing,NCSoft,0,2000000,0,1000000,3000000
Greg Hastings' Tournament Paintball Max'd,GBA,2006,Shooter,Activision,2000000,1000000,0,0,3000000
Dave Mirra Freestyle BMX 3,GBA,2002,Sports,Acclaim Entertainment,2000000,1000000,0,0,3000000
My Animal Centre,Wii,2009,Simulation,Deep Silver,0,2000000,0,0,3000000
Eco Creatures: Save The Forest,DS,2007,Adventure,Rising Star Games,3000000,0,0,0,3000000
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki,DS,2009,Adventure,Creative Core,0,0,3000000,0,3000000
Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0,0,3000000,0,3000000
Dragon Tamer: Sound Spirit,DS,2007,Role-Playing,Namco Bandai Games,0,0,3000000,0,3000000
Frogger: Ancient Shadow,XB,2005,Platform,Konami Digital Entertainment,2000000,1000000,0,0,3000000
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0,2000000,0,0,3000000
La Pucelle: Ragnarok,PSP,2009,Role-Playing,Nippon Ichi Software,0,0,3000000,0,3000000
Kiniro no Corda 2 f Encore,PSP,2009,Role-Playing,Tecmo Koei,0,0,3000000,0,3000000
Darius II,SAT,1995,Shooter,Taito,0,0,3000000,0,3000000
Jewel Quest 5: The Sleepless Star,DS,2012,Action,Licensed 4U,0,2000000,0,0,3000000
RollerCoaster Tycoon 2: Triple Thrill Pack,PC,2003,Strategy,Atari,0,2000000,0,1000000,3000000
Bleach: Soul Carnival 2,PSP,2009,Fighting,Sony Computer Entertainment,0,0,3000000,0,3000000
ParaParaParadise,PS2,2001,Misc,Konami Digital Entertainment,0,0,3000000,0,3000000
Tiger & Bunny: On-Air Jack!,PSP,2012,Action,Namco Bandai Games,0,0,3000000,0,3000000
Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,2000000,0,0,0,3000000
Eureka Seven AO: Jungfrau no Hanabanatachi,PS3,2012,Action,Namco Bandai Games,0,0,3000000,0,3000000
Warship Gunner 2,PS2,2006,Simulation,Tecmo Koei,1000000,1000000,0,0,3000000
Gotcha Force,GC,2003,Shooter,Capcom,1000000,0,1000000,0,3000000
The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%,PS2,2007,Fighting,Banpresto,0,0,3000000,0,3000000
Star Wars The Clone Wars: Republic Heroes,PC,2009,Action,LucasArts,0,2000000,0,0,3000000
CID The Dummy,PSP,2009,Platform,Oxygen Interactive,2000000,0,0,0,3000000
Xblaze: Lost Memories,PSV,2015,Adventure,Arc System Works,2000000,0,0,1000000,3000000
DiRT Rally,PC,2016,Racing,Codemasters,0,3000000,0,0,3000000
The Perfect Golf,PS,1995,Sports,Seta Corporation,0,0,3000000,0,3000000
Let's Sing 2016,PS4,2015,Action,FuRyu Corporation,2000000,0,0,1000000,3000000
Wrestle Kingdom,PS2,2006,Fighting,Yuke's,0,0,3000000,0,3000000
Demon Driver: Time to Burn Rubber!,GBA,2003,Racing,Ignition Entertainment,2000000,1000000,0,0,3000000
The Golf Club,XOne,2014,Sports,Unknown,2000000,0,0,0,3000000
Bigfoot King of Crush,Wii,2011,Racing,Zoo Games,2000000,0,0,0,3000000
Mojo!,XB,2003,Puzzle,DreamCatcher Interactive,2000000,1000000,0,0,3000000
Infinite Stratos 2: Ignition Hearts,PS3,2014,Adventure,5pb,0,0,3000000,0,3000000
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision,2000000,0,0,0,3000000
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~,PS2,2006,Adventure,Konami Digital Entertainment,0,0,3000000,0,3000000
Nekketsu Kouha Kunio-Kun SP: Rantou Kyousoukyoku,3DS,2013,Fighting,Arc System Works,0,0,3000000,0,3000000
The Sims 2: Bon Voyage,PC,2007,Simulation,Electronic Arts,1000000,1000000,0,0,3000000
Buffy the Vampire Slayer: Chaos Bleeds,GC,2003,Action,Vivendi Games,2000000,1000000,0,0,3000000
Clannad,X360,2008,Adventure,Prototype,0,0,3000000,0,3000000
Brothers Conflict: Passion Pink,PSP,2012,Action,Idea Factory,0,0,3000000,0,3000000
Kuryuu Youma Gakuenki Recharge,PS2,2006,Adventure,Atlus,0,0,3000000,0,3000000
My Frogger: Toy Trials,DS,2006,Action,Konami Digital Entertainment,2000000,0,0,0,3000000
Jet Grind Radio,GBA,2003,Action,Sega,2000000,1000000,0,0,3000000
Farm Frenzy 3,DS,2011,Strategy,Unknown,0,2000000,0,0,3000000
Strike Witches: Aoi no Dengekisen - Shin Taichou Funtousuru!,DS,2009,Action,Russel,0,0,3000000,0,3000000
3DS Classic Collection,3DS,2016,Misc,Sega,2000000,0,0,0,3000000
Baldur's Gate: Dark Alliance,GBA,2004,Role-Playing,"Destination Software, Inc",2000000,1000000,0,0,3000000
GRID Autosport,PC,2014,Racing,Codemasters,0,2000000,0,0,3000000
The Adventures of Lomax,PS,1996,Platform,Psygnosis,1000000,1000000,0,0,3000000
Neverwinter Nights Diamond,PC,2004,Role-Playing,Atari,0,2000000,0,0,3000000
Divinity II: Flames of Vengeance,PC,2010,Role-Playing,DTP Entertainment,0,2000000,0,1000000,3000000
Under the Skin,PS2,2004,Action,Capcom,1000000,1000000,0,0,3000000
Battlefield 2142,PC,2006,Shooter,Electronic Arts,0,2000000,0,0,3000000
Kabu Trader Shun,DS,2007,Action,Capcom,0,0,3000000,0,3000000
Air Conflicts: Secret Wars,PC,2011,Simulation,bitComposer Games,0,2000000,0,1000000,3000000
Poy Poy,PS,1997,Action,Konami Digital Entertainment,1000000,1000000,0,0,3000000
Hermie Hopperhead: Scrap Panic,PS,1995,Platform,Sony Computer Entertainment,0,0,2000000,0,3000000
Lost Planet 2,PC,2010,Shooter,Capcom,0,2000000,0,1000000,3000000
NHL 07,XB,2006,Sports,Electronic Arts,2000000,1000000,0,0,3000000
DrumMania 7th Mix,PS2,2001,Simulation,Konami Digital Entertainment,0,0,3000000,0,3000000
Runabout 3: Neo Age,PS2,2002,Racing,BAM! Entertainment,0,0,3000000,0,3000000
AMNESIA World,PSV,2014,Adventure,Idea Factory,0,0,3000000,0,3000000
Captain Morgane and the Golden Turtle,PS3,2012,Adventure,Reef Entertainment,0,2000000,0,1000000,3000000
Bully: Scholarship Edition,PC,2008,Action,Take-Two Interactive,0,2000000,0,0,3000000
My Ballet Studio,Wii,2009,Simulation,505 Games,2000000,0,0,0,3000000
Guild Wars,PC,2005,Role-Playing,NCSoft,2000000,0,0,0,3000000
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,PSP,2010,Adventure,Prototype,0,0,3000000,0,3000000
Archer Maclean Presents: Pool Paradise,GC,2004,Sports,Ignition Entertainment,2000000,1000000,0,0,3000000
Sengoku Efuda Yuugi: Hototogisu Tairan,PSP,2010,Strategy,Irem Software Engineering,0,0,3000000,0,3000000
Battlezone,PSP,2006,Shooter,Atari,2000000,0,0,0,3000000
Ookiku Furikabutte: Honto no Ace ni Nareru kamo,DS,2007,Sports,Marvelous Interactive,0,0,3000000,0,3000000
Medal of Honor: Vanguard,PS2,2007,Shooter,Electronic Arts,0,0,3000000,0,3000000
Touch Shot! Love Application,PS3,2012,Adventure,Compile Heart,0,0,3000000,0,3000000
Nanotek Warrior,PS,1997,Shooter,Virgin Interactive,1000000,1000000,0,0,3000000
Galileo,DS,2008,Adventure,D3Publisher,0,0,3000000,0,3000000
Cake Mania: Baker's Challenge,PS2,2008,Puzzle,Destineer,1000000,1000000,0,0,3000000
Captain Tsubasa J: The Way to World Youth,SNES,1995,Sports,Namco Bandai Games,0,0,3000000,0,3000000
Super Monkey Ball Adventure,PS2,2006,Platform,Sega,1000000,1000000,0,0,3000000
Alien Breed Trilogy,X360,2011,Shooter,Mastertronic,0,2000000,0,0,3000000
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku,PSV,2015,Simulation,FuRyu,0,0,3000000,0,3000000
Sengoku Basara: Sanada Yukimura-Den,PS4,2016,Action,Capcom,0,0,3000000,0,3000000
CID The Dummy,Wii,2009,Platform,Oxygen Interactive,2000000,0,0,0,3000000
Kisuato,PSV,2015,Adventure,TGL,0,0,3000000,0,3000000
Madden NFL 07,GBA,2006,Sports,Electronic Arts,2000000,1000000,0,0,3000000
Renegade Racers,PS,1999,Racing,Interplay,1000000,1000000,0,0,3000000
The Legend of Korra (3DS),3DS,2014,Strategy,Activision,2000000,0,0,0,3000000
AniMates!,DS,2007,Simulation,Lexicon Entertainment,2000000,0,0,0,3000000
Monster High 13 Wishes,WiiU,2013,Action,Little Orbit,2000000,0,0,0,3000000
Franklin the Turtle,GBA,2005,Misc,Game Factory,2000000,1000000,0,0,3000000
Steins;Gate 0,PS3,2015,Adventure,5pb,0,0,3000000,0,3000000
Catan,DS,2009,Strategy,CDV Software Entertainment,0,2000000,0,0,3000000
Backyard NFL Football,Wii,2007,Sports,Atari,2000000,0,0,0,3000000
Captain Morgane and the Golden Turtle,PC,2012,Adventure,Reef Entertainment,0,2000000,0,0,3000000
Gauntlet / Rampart,GBA,2005,Misc,Zoo Digital Publishing,2000000,1000000,0,0,3000000
Age of Empires III: Gold Edition,PC,2007,Strategy,Microsoft Game Studios,0,2000000,0,1000000,3000000
Let's Play Ballerina,Wii,2010,Sports,Deep Silver,2000000,0,0,0,3000000
Disney Planes Fire & Rescue,WiiU,2014,Action,Disney Interactive Studios,1000000,1000000,0,0,3000000
Dream Girl Premier,3DS,2015,Misc,Alchemist,0,0,3000000,0,3000000
River King: Wonderful Journey,PS2,2005,Sports,505 Games,1000000,1000000,0,0,3000000
Senran Kagura: Bon Appétit!,PSV,2014,Misc,Marvelous Entertainment,0,0,3000000,0,3000000
Ducati Moto,DS,2008,Racing,Vir2L Studios,2000000,0,0,0,3000000
Justice League Heroes: The Flash,GBA,2006,Action,Eidos Interactive,2000000,1000000,0,0,3000000
Pop Cutie! Street Fashion Simulation (JP sales),DS,2008,Simulation,Tecmo Koei,0,0,3000000,0,3000000
The Peanuts Movie: Snoopy's Grand Adventure,PS4,2015,Action,Activision,0,2000000,0,0,3000000
Kawasaki Snowmobiles,Wii,2008,Racing,Metro 3D,2000000,0,0,0,3000000
Dungeon Siege II,PC,2005,Role-Playing,Microsoft Game Studios,0,2000000,0,0,3000000
Bae Yong-joon to Manabu Kankokugo DS,DS,2009,Misc,D3Publisher,0,0,3000000,0,3000000
World War II Combat: Road To Berlin,XB,2006,Shooter,Groove Games,2000000,1000000,0,0,3000000
Metal Saga,PS2,2005,Role-Playing,Success,1000000,1000000,0,0,3000000
Imagine: Sweet 16,DS,2010,Simulation,Ubisoft,2000000,0,0,0,3000000
SWAT 4,PC,2005,Shooter,Vivendi Games,0,2000000,0,0,3000000
Last Escort 2: Shinya no Amai Toge,PS2,2008,Adventure,D3Publisher,0,0,3000000,0,3000000
Pop'n Music 13 Carnival,PS2,2006,Simulation,Konami Digital Entertainment,0,0,3000000,0,3000000
Magicka Collection,PC,2011,Adventure,Unknown,0,2000000,0,0,3000000
Bookworm,GBA,2004,Puzzle,Unknown,2000000,1000000,0,0,3000000
Tokushu Houdoubu,PSV,2012,Adventure,Nippon Ichi Software,0,0,3000000,0,3000000
Terraria,WiiU,2016,Action,505 Games,0,2000000,0,0,3000000
My DoItAll,DS,2009,Misc,Tomy Corporation,2000000,0,0,0,3000000
Shakugan no Shana,PS2,2006,Adventure,Media Works,0,0,3000000,0,3000000
Monster Mayhem: Build and Battle,Wii,2009,Simulation,Zushi Games,2000000,0,0,0,3000000
I Heart Geeks,DS,2011,Puzzle,CDV Software Entertainment,2000000,0,0,0,3000000
Hokuto no Ken: Hokuto Shinken Denshousha no Michi,DS,2008,Action,Spike,0,0,3000000,0,3000000
The Lord of the Rings: Conquest,PC,2009,Action,Electronic Arts,0,2000000,0,0,3000000
Wand of Fortune 2: Jikuu ni Shizumu Mokushiroku,PSP,2011,Adventure,Idea Factory,0,0,3000000,0,3000000
Little Busters! Converted Edition,PSV,2012,Action,Prototype,0,0,3000000,0,3000000
Hankou Shashin,SAT,1996,Adventure,Imagineer,0,0,3000000,0,3000000
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory,0,1000000,1000000,0,3000000
Marker Man Adventures,DS,2009,Platform,Majesco Entertainment,2000000,0,0,0,3000000
Capcom Digital Collection,X360,2012,Action,Capcom,2000000,1000000,0,0,3000000
Pro Yakyuu Family Stadium,Wii,2008,Sports,Namco Bandai Games,0,0,3000000,0,3000000
Open Season,PS2,2006,Platform,Ubisoft,1000000,1000000,0,0,3000000
Monster Hunter Frontier Online: Forward 2,X360,2011,Role-Playing,Capcom,0,0,3000000,0,3000000
Moyashimon DS,DS,2009,Action,Takara Tomy,0,0,3000000,0,3000000
A Ressha de Gyoukou 2001,PS2,2001,Simulation,ArtDink,0,0,3000000,0,3000000
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory,0,0,3000000,0,3000000
Let's Dance with Mel B,Wii,2011,Sports,Black Bean Games,0,2000000,0,0,3000000
Battlestations: Pacific,PC,2009,Strategy,Eidos Interactive,0,2000000,0,0,3000000
Neverwinter Nights 2,PC,2006,Role-Playing,Atari,0,2000000,0,0,3000000
Starry ? Sky: In Autumn,PSP,2010,Misc,Asgard,0,0,3000000,0,3000000
Battlefield 1942,PC,2002,Shooter,Electronic Arts,1000000,1000000,0,0,3000000
Back to the Future: The Game,X360,2015,Adventure,Telltale Games,2000000,1000000,0,0,3000000
Pitball,PS,1996,Sports,Time Warner Interactive,1000000,1000000,0,0,3000000
X-Men Origins: Wolverine - Uncaged Edition,PC,2009,Action,Activision,2000000,0,0,0,3000000
D.C. III: Da Capo III,PSP,2013,Adventure,Kadokawa Games,0,0,3000000,0,3000000
Judge Dredd: Dredd Vs Death,PS2,2003,Shooter,BAM! Entertainment,1000000,1000000,0,0,3000000
Ocean Commander,Wii,2009,Simulation,Valcon Games,2000000,0,0,0,3000000
Drome Racers,GBA,2003,Racing,THQ,2000000,1000000,0,0,3000000
Wand of Fortune 2 FD: Kimi ni Sasageru Epilogue,PSP,2012,Adventure,Idea Factory,0,0,3000000,0,3000000
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2,PS4,2015,Misc,Namco Bandai Games,0,0,3000000,0,3000000
Tank Beat,DS,2006,Strategy,Midas Interactive Entertainment,1000000,1000000,0,0,3000000
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios,2000000,0,0,0,3000000
Turbo: Super Stunt Squad,WiiU,2013,Sports,D3Publisher,0,2000000,0,0,3000000
Jurassic Park: Operation Genesis,PC,2003,Simulation,Vivendi Games,0,2000000,0,0,3000000
The Peanuts Movie: Snoopy's Grand Adventure,X360,2015,Action,Activision,0,2000000,0,0,3000000
Tenkaichi * Sengoku Lovers,DS,2010,Adventure,Rocket Company,0,0,3000000,0,3000000
Daito Giken Koushiki Pachi-Slot Simulator Hihouden: Taiyou o Motomeru Monotachi,PS3,2013,Misc,Paon Corporation,0,0,3000000,0,3000000
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2,PS2,2007,Misc,Sega,0,0,3000000,0,3000000
Bode Miller Alpine Skiing,PS2,2006,Sports,Valcon Games,1000000,1000000,0,0,3000000
Mahou Sensei Negima! Private Lesson 2: Ojama Shimasu Parasite de Chu,GBA,2006,Role-Playing,Marvelous Interactive,0,0,2000000,0,3000000
R-Type Delta,PS,1998,Shooter,Irem Software Engineering,1000000,1000000,0,0,3000000
Angelique: Maren no Rokukishi,PSP,2011,Adventure,Idea Factory,0,0,3000000,0,3000000
Soul Eater: Battle Resonance,PSP,2009,Action,Namco Bandai Games,0,0,3000000,0,3000000
Psycho-Pass: Mandatory Happiness,PS4,2016,Adventure,Nippon Ichi Software,2000000,0,0,0,3000000
Hisshou Pachinko*Pachi-slot Kouryaku Series DS Vol. 3: Shinseiki Evangelion - Yakusoku no Toki,DS,2008,Misc,D3Publisher,0,0,3000000,0,3000000
The Great Battle Gaiden 2: Matsuri da Wasshoi,SNES,1994,Action,Banpresto,0,0,3000000,0,3000000
Napoleon Dynamite: The Game,DS,2007,Puzzle,Crave Entertainment,2000000,0,0,0,3000000
Shinseiki Evangelion Ayanami Ikusei Keikaku DS with Asuka Hokan Keikaku,DS,2008,Simulation,Broccoli,0,0,3000000,0,3000000
Rock 'N' Roll Adventures,Wii,2007,Platform,Popcorn Arcade,2000000,0,0,0,3000000
War Gods,PS,1996,Fighting,GT Interactive,1000000,1000000,0,0,3000000
Evangelion: Jo,PS2,2009,Action,Namco Bandai Games,0,0,3000000,0,3000000
Doki Oki,PS,1995,Adventure,Banpresto,0,0,2000000,0,3000000
Gakuen Alice: WakuWaku * Happy Friends,DS,2007,Adventure,Kids Station,0,0,3000000,0,3000000
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,PSV,2012,Adventure,ChunSoft,0,0,3000000,0,3000000
Konohana 2: Todoke Kanai Requiem,PS2,2002,Adventure,Success,0,0,3000000,0,3000000
Derby Time 2006,PSP,2006,Sports,Sony Computer Entertainment,0,0,3000000,0,3000000
Yuusha Shisu.,PSV,2016,Role-Playing,Nippon Ichi Software,0,0,2000000,0,2000000
Monster Mayhem: Build and Battle,DS,2009,Simulation,Zushi Games,2000000,0,0,0,2000000
Senjou no Waltz,PSV,2014,Adventure,Idea Factory,0,0,2000000,0,2000000
Chuck E. Cheese's Sports Games,Wii,2011,Sports,UFO Interactive,2000000,0,0,0,2000000
Ghostbusters (2016),XOne,2016,Action,Activision,2000000,0,0,0,2000000
Stronghold 2 Deluxe,PC,2005,Strategy,Take-Two Interactive,0,2000000,0,0,2000000
MAPLUS: Portable Navi 3,PSP,2009,Misc,Edia,0,0,2000000,0,2000000
DEATH NOTE: L o Tsugu Mono,DS,2007,Adventure,Konami Digital Entertainment,0,0,2000000,0,2000000
ZooCube,GC,2002,Puzzle,Acclaim Entertainment,2000000,0,0,0,2000000
Puppet Show 3: Lost Town,PC,2011,Puzzle,Focus Home Interactive,0,2000000,0,0,2000000
Star Wars: Empire at War - Forces of Corruption,PC,2006,Strategy,LucasArts,0,2000000,0,0,2000000
Spy Hunter / Super Sprint,GBA,2005,Racing,Zoo Digital Publishing,2000000,1000000,0,0,2000000
Otometeki Koi Kakumei * Love Revo! Portable,PSP,2010,Adventure,Idea Factory,0,0,2000000,0,2000000
Clover no Kuni no Alice: Wonderful Wonder World,PS2,2010,Adventure,Prototype,0,0,2000000,0,2000000
Room Zoom: Race for Impact,XB,2004,Racing,Jaleco,2000000,1000000,0,0,2000000
Yahari Game Demo Ore no Seishun Love-Kome Hamachi Gatteiru,PSV,2013,Adventure,5pb,0,0,2000000,0,2000000
Ghost Pirates of Vooju Island,PC,2009,Adventure,DTP Entertainment,0,2000000,0,0,2000000
America Oudan Ultra-Quiz,SAT,1995,Misc,Victor Interactive,0,0,2000000,0,2000000
DoDonPachi Dai-Oujou: Black Label Extra,X360,2009,Shooter,5pb,0,0,2000000,0,2000000
Mind Your Language: Learn English! / French! / German! / Spanish! /Japanese!,DS,2009,Misc,PlayV,0,2000000,0,0,2000000
ParaWorld,PC,2006,Strategy,Deep Silver,0,2000000,0,0,2000000
Tropico Reloaded,PC,2009,Strategy,Kalypso Media,0,2000000,0,0,2000000
Shinseiki Evangelion: Battle Orchestra,PS2,2007,Fighting,Broccoli,0,0,2000000,0,2000000
Pharaoh,PC,1998,Strategy,Vivendi Games,0,2000000,0,0,2000000
Vampire Mansion: Linda Hyde,DS,2011,Adventure,Unknown,0,2000000,0,0,2000000
Yes! Precure 5 Go Go Zenin Shu Go! Dream Festival,DS,2008,Action,Namco Bandai Games,0,0,2000000,0,2000000
Battlefield 2: Modern Combat(JP sales),PS2,2005,Shooter,Electronic Arts,0,0,2000000,0,2000000
The Idolmaster: Gravure For You! Vol.7,PS3,2012,Action,Namco Bandai Games,0,0,2000000,0,2000000
Stake: Fortune Fighters,XB,2003,Fighting,Metro 3D,2000000,1000000,0,0,2000000
Serious Sam Advance,GBA,2004,Shooter,Global Star,2000000,1000000,0,0,2000000
The Settlers: Rise of an Empire,PC,2007,Strategy,Ubisoft,1000000,1000000,0,0,2000000
Let's Play Garden,Wii,2010,Simulation,Deep Silver,2000000,0,0,0,2000000
Pop'n Music 12 Iroha,PS2,2006,Simulation,Konami Digital Entertainment,0,0,2000000,0,2000000
BeatMania IIDX 11: IIDX Red,PS2,2006,Simulation,Konami Digital Entertainment,0,0,2000000,0,2000000
Warhammer Online: Age of Reckoning,PC,2008,Role-Playing,GOA,0,2000000,0,0,2000000
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Sports,Konami Digital Entertainment,0,0,2000000,0,2000000
Road Trip: The Arcade Edition,GC,2002,Racing,Zoo Digital Publishing,2000000,0,0,0,2000000
Juusanshi Engi Engetsu Sangokuden 2,PSP,2014,Action,Idea Factory,0,0,2000000,0,2000000
No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0,0,2000000,0,2000000
Virtua Tennis: World Tour (jp sales),PSP,2005,Sports,Sega,0,0,2000000,0,2000000
World Series of Poker 2008: Battle for the Bracelets,PSP,2007,Misc,Activision,2000000,0,0,0,2000000
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai,PSP,2012,Action,5pb,0,0,2000000,0,2000000
Cold War,XB,2005,Shooter,DreamCatcher Interactive,2000000,1000000,0,0,2000000
Steel Battalion: Line of Contact,XB,2004,Simulation,Capcom,2000000,1000000,0,0,2000000
Naruto Shippuden: Ultimate Ninja Storm Collection,PS3,2016,Action,Namco Bandai Games,0,2000000,0,0,2000000
Ken to Mahou to Gakuen Mono. 2G,PS3,2010,Role-Playing,Acquire,0,0,2000000,0,2000000
NBA Starting Five,XB,2002,Sports,Konami Digital Entertainment,2000000,1000000,0,0,2000000
Kami Naru Kimi to,PSP,2011,Adventure,Idea Factory,0,0,2000000,0,2000000
Spy Hunter: Nowhere To Run,PS2,2006,Racing,Midway Games,1000000,1000000,0,0,2000000
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment,1000000,1000000,0,0,2000000
Ikki Tousen: Eloquent Fist,PSP,2008,Fighting,Marvelous Interactive,0,0,2000000,0,2000000
Viva Pinata,PC,2007,Simulation,Microsoft Game Studios,0,2000000,0,0,2000000
Carmen Sandiego: The Secret of the Stolen Drums,XB,2004,Action,BAM! Entertainment,2000000,1000000,0,0,2000000
Disney's Magical Quest 3 Starring Mickey and Donald,GBA,2003,Action,Capcom,2000000,1000000,0,0,2000000
Chili Con Carnage,PSP,2007,Shooter,Eidos Interactive,0,2000000,0,1000000,2000000
Bus Simulator 16,PC,2016,Simulation,Astragon,0,2000000,0,0,2000000
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Action,Konami Digital Entertainment,2000000,0,0,0,2000000
Teddy Together,3DS,2016,Simulation,Nintendo,0,2000000,0,0,2000000
Pony Luv,DS,2008,Simulation,GSP,2000000,0,0,0,2000000
Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0,0,2000000,0,2000000
Omega Quintet,PS4,2014,Role-Playing,Compile Heart,0,0,2000000,0,2000000
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.1,PS3,2015,Action,Namco Bandai Games,0,0,2000000,0,2000000
Demigod,PC,2009,Strategy,Atari,0,2000000,0,0,2000000
The Voice,PS3,2014,Action,Activision,2000000,0,0,0,2000000
"Ed, Edd n Eddy: The Mis-Edventures",XB,2005,Platform,Midway Games,2000000,1000000,0,0,2000000
Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0,0,2000000,0,2000000
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6,PS3,2015,Adventure,Namco Bandai Games,0,0,2000000,0,2000000
Blade Arcus from Shining EX,PS4,2015,Fighting,Sega,0,0,2000000,0,2000000
Vantage Master Portable,PSP,2008,Role-Playing,Falcom Corporation,0,0,2000000,0,2000000
Lilpri DS: Hime-Chen! Apple Pink,DS,2010,Adventure,Sega,0,0,2000000,0,2000000
Star Trek Online,PC,2010,Role-Playing,Atari,0,2000000,0,0,2000000
Rapala for Kinect,X360,2011,Sports,Activision,0,2000000,0,0,2000000
Rugby Challenge 3,X360,2016,Sports,Alternative Software,0,2000000,0,0,2000000
"Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 1: Shinseiki Evangelion - Magokoro o, Kimi ni",DS,2008,Misc,D3Publisher,0,0,2000000,0,2000000
Diabolik Lovers: Vandead Carnival,PSV,2014,Action,Idea Factory,0,0,2000000,0,2000000
O.M.G. 26 - Our Mini Games,DS,2007,Puzzle,505 Games,2000000,0,0,0,2000000
Ty the Tasmanian Tiger 3: Night of the Quinkan,XB,2005,Action,Zoo Digital Publishing,2000000,1000000,0,0,2000000
AMF Xtreme Bowling,PS2,2006,Sports,Mastertronic,1000000,1000000,0,0,2000000
Total Overdose: A Gunslinger's Tale in Mexico,XB,2005,Shooter,Eidos Interactive,2000000,1000000,0,0,2000000
Bomberman Fantasy Race,PS,1998,Racing,Virgin Interactive,1000000,1000000,0,0,2000000
Colin McRae Rally 2,GBA,2002,Racing,Codemasters,2000000,1000000,0,0,2000000
Carnage Heart EXA,PSP,2010,Strategy,ArtDink,0,0,2000000,0,2000000
Tropico 4: Modern Times,PC,2012,Strategy,Kalypso Media,0,2000000,0,0,2000000
Europa Universalis III Complete,PC,2008,Strategy,Paradox Interactive,0,2000000,0,0,2000000
Bugriders: The Race of Kings,PS,1997,Racing,GT Interactive,1000000,1000000,0,0,2000000
Bust-A-Move,3DO,1994,Puzzle,Micro Cabin,0,0,2000000,0,2000000
Wangan Midnight Portable,PSP,2007,Racing,Genki,0,0,2000000,0,2000000
Cross Ange: Tenshi to Ryuu no Rondo tr.,PSV,2015,Action,Namco Bandai Games,0,0,2000000,0,2000000
Canvas 2,PS2,2006,Adventure,Kadokawa Shoten,0,0,2000000,0,2000000
Memories Off: Sorekara Again,PS2,2006,Adventure,KID,0,0,2000000,0,2000000
Tom Clancy's Rainbow Six: Vegas 2,PC,2008,Shooter,Ubisoft,0,2000000,0,0,2000000
11eyes: CrossOver,X360,2009,Adventure,5pb,0,0,2000000,0,2000000
Kenka Bancho Otome,PSV,2016,Action,Screenlife,0,0,2000000,0,2000000
Supermodel Makeover by Lauren Luke,DS,2009,Simulation,Avanquest,0,2000000,0,0,2000000
George of the Jungle and the Search for the Secret,Wii,2008,Platform,Ignition Entertainment,2000000,0,0,0,2000000
AirForce Delta Storm,GBA,2002,Shooter,Konami Digital Entertainment,2000000,1000000,0,0,2000000
Serious Sam HD: Gold Edition,X360,2011,Shooter,Mastertronic,0,2000000,0,0,2000000
Peter Pan in Disney's Return to Never Land,PS,2002,Platform,Sony Computer Entertainment,1000000,1000000,0,0,2000000
