white_player;white_elo;black_player;black_elo;result;moves;site;date;slug;id;format;eco
Chinguun, Sumiya;2271;Mamedyarov, Shakhriyar;2701.0;0-1;56;London;2025-06-13;chinguun-mamedyarov-r12.1-london-2025-06-13;10477619;1;C53
Sindarov, Javokhir;2668;Vachier Lagrave, Maxime;2735.0;1/2-1/2;47;London;2025-06-13;sindarov-vachier-lagrave-r12.2-london-2025-06-13;10477615;1;B93
Martinez Alcantara, Jose Eduardo;2665;Rapport, Richard;2709.0;0-1;35;London;2025-06-13;martinez-alcantara-rapport-r12.1-london-2025-06-13;10477607;1;B22
Van Foreest, Jorden;2640;Anand, Viswanathan;2719.0;0-1;33;London;2025-06-13;van-foreest-anand-r12.1-london-2025-06-13;10477606;1;C77
Erigaisi, Arjun Kumar;2708;Mcshane, Luke J;2702.0;1-0;33;London;2025-06-13;erigaisi-mcshane-r12.1-london-2025-06-13;10477603;1;E20
Nihal, Sarin;2676;Aronian, Levon;2746.0;0-1;34;London;2025-06-13;nihal-aronian-r12.1-london-2025-06-13;10477601;1;A05
Nakamura, Hikaru;2734;Kasimdzhanov, Rustam;2641.0;1/2-1/2;30;London;2025-06-13;nakamura-kasimdzhanov-r12.3-london-2025-06-13;10477591;1;C70
So, Wesley;2714;Kollars, Dmitrij;2553.0;1/2-1/2;63;London;2025-06-13;so-kollars-r11.4-london-2025-06-13;10477579;1;C55
Svane, Frederik;2476;Nakamura, Hikaru;2734.0;0-1;67;London;2025-06-13;svane-nakamura-r11.3-london-2025-06-13;10477573;1;C65
Pichot, Alan;2564;Abdusattorov, Nodirbek;2732.0;0-1;57;London;2025-06-13;pichot-abdusattorov-r11.1-london-2025-06-13;10477557;1;B01
Harvey, Marcus Ross;2460;Mamedyarov, Shakhriyar;2701.0;0-1;51;London;2025-06-13;harvey-mamedyarov-r11.1-london-2025-06-13;10477555;1;A06
Makhnev, Denis;2531;Dominguez Perez, Leinier;2708.0;1-0;56;London;2025-06-13;makhnev-dominguez-perez-r11.2-london-2025-06-13;10477550;1;D02
Mcshane, Luke J;2702;Rapport, Richard;2709.0;0-1;37;London;2025-06-13;mcshane-rapport-r11.1-london-2025-06-13;10477545;1;B30
Keymer, Vincent;2649;Firouzja, Alireza;2753.0;0-1;37;London;2025-06-13;keymer-firouzja-r11.1-london-2025-06-13;10477542;1;A36
Erigaisi, Arjun Kumar;2708;Martinez Alcantara, Jose Eduardo;2665.0;1-0;32;London;2025-06-13;erigaisi-martinez-alcantara-r11.1-london-2025-06-13;10477538;1;D35
Aronian, Levon;2746;Nogerbek, Kazybek;2531.0;1-0;48;London;2025-06-13;aronian-nogerbek-r11.1-london-2025-06-13;10477535;1;C85
Vachier Lagrave, Maxime;2735;Svane, Rasmus;2616.0;1-0;36;London;2025-06-13;vachier-lagrave-svane-r11.2-london-2025-06-13;10477530;1;C88
Ghasi, Ameet K;2483;Mcshane, Luke J;2702.0;0-1;57;London;2025-06-13;ghasi-mcshane-r10.1-london-2025-06-13;10477518;1;A05
Mamedyarov, Shakhriyar;2701;Martinez Alcantara, Jose Eduardo;2665.0;1-0;59;London;2025-06-13;mamedyarov-martinez-alcantara-r10.1-london-2025-06-13;10477515;1;A13
Nihal, Sarin;2676;Erigaisi, Arjun Kumar;2708.0;1/2-1/2;57;London;2025-06-13;nihal-erigaisi-r10.1-london-2025-06-13;10477512;1;D00
Bluebaum, Matthias;2596;Dominguez Perez, Leinier;2708.0;0-1;52;London;2025-06-13;bluebaum-dominguez-perez-r10.2-london-2025-06-13;10477507;1;D26
Nakamura, Hikaru;2734;Erdos, Viktor;2525.0;1-0;48;London;2025-06-13;nakamura-erdos-r10.3-london-2025-06-13;10477488;1;B51
Kantor, Gergely;2545;Vachier Lagrave, Maxime;2735.0;1/2-1/2;40;London;2025-06-13;kantor-vachier-lagrave-r10.2-london-2025-06-13;10477487;1;B52
Aronian, Levon;2746;Keymer, Vincent;2649.0;1/2-1/2;47;London;2025-06-13;aronian-keymer-r10.1-london-2025-06-13;10477486;1;C78
Rapport, Richard;2709;Shirov, Alexei;2707.0;1-0;30;London;2025-06-13;rapport-shirov-r10.1-london-2025-06-13;10477484;1;C00
Ruck, Robert;2460;So, Wesley;2714.0;0-1;35;London;2025-06-13;ruck-so-r10.4-london-2025-06-13;10477478;1;D43
Firouzja, Alireza;2753;Kozak, Adam;2577.0;1-0;37;London;2025-06-13;firouzja-kozak-r10.1-london-2025-06-13;10477474;1;B61
Nakamura, Hikaru;2734;Moussard, Jules;2609.0;1-0;89;London;2025-06-13;nakamura-moussard-r9.2-london-2025-06-13;10477466;1;A05
Keymer, Vincent;2649;Abdusattorov, Nodirbek;2732.0;1-0;75;London;2025-06-13;keymer-abdusattorov-r9.1-london-2025-06-13;10477459;1;A06
Hong, Andrew Z;2547;Shirov, Alexei;2707.0;1-0;61;London;2025-06-13;hong-shirov-r9.1-london-2025-06-13;10477453;1;D45
Nihal, Sarin;2676;Mcshane, Luke J;2702.0;1-0;57;London;2025-06-13;nihal-mcshane-r9.1-london-2025-06-13;10477445;1;A46
Erigaisi, Arjun Kumar;2708;Rapport, Richard;2709.0;1-0;69;London;2025-06-13;erigaisi-rapport-r9.1-london-2025-06-13;10477443;1;B33
Samadov, Read;2464;Mamedyarov, Shakhriyar;2701.0;0-1;54;London;2025-06-13;samadov-mamedyarov-r9.1-london-2025-06-13;10477440;1;D37
So, Wesley;2714;Maurizzi, Marc Andria;2472.0;1-0;54;London;2025-06-13;so-maurizzi-r9.4-london-2025-06-13;10477433;1;D31
Van Foreest, Jorden;2640;Vachier Lagrave, Maxime;2735.0;1/2-1/2;53;London;2025-06-13;van-foreest-vachier-lagrave-r9.1-london-2025-06-13;10477432;1;B90
Anand, Viswanathan;2719;Aronian, Levon;2746.0;1/2-1/2;46;London;2025-06-13;anand-aronian-r9.1-london-2025-06-13;10477418;1;C78
Dardha, Daniel;2582;Duda, Jan Krzysztof;2718.0;1-0;34;London;2025-06-13;dardha-duda-r9.3-london-2025-06-13;10477416;1;C53
Li, Di;2548;Yu, Yangyi;2714.0;1/2-1/2;43;Huairou District;2025-06-13;li-yu-r9-huairou-district-2025-06-13;10477383;3;D37
Ding, Liren;2734;Wang, Hao;2701.0;1/2-1/2;23;Huairou District;2025-06-13;ding-wang-r9-huairou-district-2025-06-13;10477382;3;D38
Yu, Yangyi;2714;Xu, Xiangyu;2611.0;1-0;32;Huairou District;2025-06-13;yu-xu-r8-huairou-district-2025-06-13;10477372;3;D27
Lu, Shanglei;2647;Wang, Hao;2701.0;1/2-1/2;27;Huairou District;2025-06-13;lu-wang-r8-huairou-district-2025-06-13;10477371;3;C01
Li, Di;2548;Ding, Liren;2734.0;1/2-1/2;50;Huairou District;2025-06-13;li-ding-r8-huairou-district-2025-06-13;10477370;3;D38
Yu, Yangyi;2714;Lu, Shanglei;2647.0;1/2-1/2;31;Huairou District;2025-06-13;yu-lu-r7-huairou-district-2025-06-13;10472450;3;D31
Ding, Liren;2734;Yang, Zilong;2372.0;1-0;39;Huairou District;2025-06-13;ding-yang-r7-huairou-district-2025-06-13;10472449;3;A61
Wang, Hao;2701;Li, Di;2548.0;1/2-1/2;50;Huairou District;2025-06-13;wang-li-r7-huairou-district-2025-06-13;10472447;3;C67
Liu, Yan;2536;Wei, Yi;2758.0;1/2-1/2;60;Huairou District;2025-06-13;liu-wei-r7.5-huairou-district-2025-06-13;10472426;3;D12
Shirov, Alexei;2707;Ganerdene, Sugar;2433.0;1/2-1/2;60;London;2025-06-12;shirov-ganerdene-r6.1-london-2025-06-12;10481093;1;B67
Shirov, Alexei;2707;Abdusattorov, Nodirbek;2732.0;1/2-1/2;112;London;2025-06-12;shirov-abdusattorov-r8.1-london-2025-06-12;10472397;1;B38
Nogerbek, Kazybek;2531;Firouzja, Alireza;2753.0;0-1;58;London;2025-06-12;nogerbek-firouzja-r8.1-london-2025-06-12;10472377;1;E12
Murzin, Volodar;2637;Erigaisi, Arjun Kumar;2708.0;1-0;60;London;2025-06-12;murzin-erigaisi-r8.1-london-2025-06-12;10472376;1;C50
Duda, Jan Krzysztof;2718;Mamedov, Edgar;2324.0;0-1;44;London;2025-06-12;duda-mamedov-r8.4-london-2025-06-12;10472371;1;C84
Mcshane, Luke J;2702;Keymer, Vincent;2649.0;0-1;52;London;2025-06-12;mcshane-keymer-r8.1-london-2025-06-12;10472370;1;B92
Harikrishna, Pentala;2634;Dominguez Perez, Leinier;2708.0;0-1;38;London;2025-06-12;harikrishna-dominguez-perez-r8.2-london-2025-06-12;10472354;1;A05
Mamedyarov, Shakhriyar;2701;Van Foreest, Jorden;2640.0;1-0;39;London;2025-06-12;mamedyarov-van-foreest-r8.1-london-2025-06-12;10472350;1;A20
Agmanov, Zhandos;2388;Nakamura, Hikaru;2734.0;0-1;37;London;2025-06-12;agmanov-nakamura-r8.3-london-2025-06-12;10472345;1;B30
Vachier Lagrave, Maxime;2735;Makhnev, Denis;2531.0;1-0;40;London;2025-06-12;vachier-lagrave-makhnev-r8-london-2025-06-12;10472343;3;C70
Rapport, Richard;2709;Mamedov, Rauf;2617.0;1-0;31;London;2025-06-12;rapport-mamedov-r8-london-2025-06-12;10472336;3;B27
Abdusattorov, Nodirbek;2732;Jones, Gawain C B;2635.0;1/2-1/2;70;London;2025-06-12;abdusattorov-jones-r7.1-london-2025-06-12;10472323;1;C55
Murzin, Volodar;2637;Vachier Lagrave, Maxime;2735.0;1-0;61;London;2025-06-12;murzin-vachier-lagrave-r7.2-london-2025-06-12;10472314;1;B40
Pichot, Alan;2564;Shirov, Alexei;2707.0;0-1;42;London;2025-06-12;pichot-shirov-r7.1-london-2025-06-12;10472302;1;C11
Vidit, Santosh Gujrathi;2650;So, Wesley;2714.0;1-0;45;London;2025-06-12;vidit-so-r7.4-london-2025-06-12;10472300;1;D41
Firouzja, Alireza;2753;Aronian, Levon;2746.0;1-0;42;London;2025-06-12;firouzja-aronian-r7.1-london-2025-06-12;10472299;1;C11
Keymer, Vincent;2649;Erigaisi, Arjun Kumar;2708.0;1-0;47;London;2025-06-12;keymer-erigaisi-r7.1-london-2025-06-12;10472298;1;A36
Nakamura, Hikaru;2734;Dominguez Perez, Leinier;2708.0;1/2-1/2;37;London;2025-06-12;nakamura-dominguez-perez-r7.3-london-2025-06-12;10472291;1;C65
Navara, David;2671;Anand, Viswanathan;2719.0;1-0;27;London;2025-06-12;navara-anand-r7.1-london-2025-06-12;10472273;1;C11
Rapport, Richard;2709;Mamedyarov, Shakhriyar;2701.0;1-0;26;London;2025-06-12;rapport-mamedyarov-r7.1-london-2025-06-12;10472271;1;C77
Oro, Faustino;2457;Aronian, Levon;2746.0;0-1;92;London;2025-06-12;oro-aronian-r6.1-london-2025-06-12;10472267;1;E12
Mcshane, Luke J;2702;Kozak, Adam;2577.0;1/2-1/2;77;London;2025-06-12;mcshane-kozak-r6.1-london-2025-06-12;10472263;1;B58
Nakamura, Hikaru;2734;Harikrishna, Pentala;2634.0;1/2-1/2;69;London;2025-06-12;nakamura-harikrishna-r6.2-london-2025-06-12;10472262;1;C77
Erigaisi, Arjun Kumar;2708;Firouzja, Alireza;2753.0;1/2-1/2;67;London;2025-06-12;erigaisi-firouzja-r6.1-london-2025-06-12;10472259;1;D45
Lu, Miaoyi;2240;Dominguez Perez, Leinier;2708.0;0-1;43;London;2025-06-12;lu-dominguez-perez-r6.3-london-2025-06-12;10472246;1;B50
Van Foreest, Jorden;2640;Rapport, Richard;2709.0;0-1;48;London;2025-06-12;van-foreest-rapport-r6.1-london-2025-06-12;10472242;1;B32
So, Wesley;2714;Mendonca, Leon Luke;2477.0;1/2-1/2;40;London;2025-06-12;so-mendonca-r6.4-london-2025-06-12;10472233;1;B53
Anton Guijarro, David;2625;Duda, Jan Krzysztof;2718.0;1-0;35;London;2025-06-12;anton-guijarro-duda-r6.3-london-2025-06-12;10472227;1;A09
Abdusattorov, Nodirbek;2732;Gelfand, Boris;2622.0;1-0;33;London;2025-06-12;abdusattorov-gelfand-r6.1-london-2025-06-12;10472225;1;D04
Nihal, Sarin;2676;Mamedyarov, Shakhriyar;2701.0;1-0;44;London;2025-06-12;nihal-mamedyarov-r6.1-london-2025-06-12;10472221;1;A07
Gelfand, Boris;2622;Rapport, Richard;2709.0;1-0;90;London;2025-06-12;gelfand-rapport-r5.1-london-2025-06-12;10472208;1;A88
Aronian, Levon;2746;Abdusattorov, Nodirbek;2732.0;0-1;81;London;2025-06-12;aronian-abdusattorov-r5.1-london-2025-06-12;10472204;1;D04
Firouzja, Alireza;2753;Jones, Gawain C B;2635.0;1-0;61;London;2025-06-12;firouzja-jones-r5.1-london-2025-06-12;10472194;1;C79
Saric, Ivan;2597;So, Wesley;2714.0;1/2-1/2;51;London;2025-06-12;saric-so-r5.4-london-2025-06-12;10472183;1;C67
Nakamura, Hikaru;2734;Adams, Michael;2628.0;1-0;45;London;2025-06-12;nakamura-adams-r5.3-london-2025-06-12;10472177;1;A20
Shirov, Alexei;2707;Ghasi, Ameet K;2483.0;0-1;34;London;2025-06-12;shirov-ghasi-r5.1-london-2025-06-12;10472165;1;E71
Erigaisi, Arjun Kumar;2708;Anand, Viswanathan;2719.0;0-1;31;London;2025-06-12;erigaisi-anand-r5.1-london-2025-06-12;10472162;1;E10
Mamedyarov, Shakhriyar;2701;Sagalchik, Gennadij;2434.0;1-0;29;London;2025-06-12;mamedyarov-sagalchik-r5.1-london-2025-06-12;10472157;1;A21
Vitiugov, Nikita;2590;Vachier Lagrave, Maxime;2735.0;1/2-1/2;24;London;2025-06-12;vitiugov-vachier-lagrave-r5.2-london-2025-06-12;10472153;1;D85
Zhao, Jun;2532;Yu, Yangyi;2714.0;1/2-1/2;41;Huairou District;2025-06-12;zhao-yu-r6-huairou-district-2025-06-12;10472138;3;B42
Wei, Yi;2758;Bu, Xiangzhi;2684.0;1/2-1/2;41;Huairou District;2025-06-12;wei-bu-r6.1-huairou-district-2025-06-12;10472126;3;E04
Lu, Shanglei;2647;Ding, Liren;2734.0;1/2-1/2;32;Huairou District;2025-06-12;lu-ding-r6-huairou-district-2025-06-12;10472120;3;C45
Xu, Xiangyu;2611;Wang, Hao;2701.0;1/2-1/2;23;Huairou District;2025-06-12;xu-wang-r6-huairou-district-2025-06-12;10472119;3;D38
Yang, Zilong;2372;Yu, Yangyi;2714.0;0-1;47;Huairou District;2025-06-12;yang-yu-r5-huairou-district-2025-06-12;10472115;3;C44
Wang, Hao;2701;Huang, Renjie;2495.0;1-0;50;Huairou District;2025-06-12;wang-huang-r5-huairou-district-2025-06-12;10472113;3;C55
Ding, Liren;2734;Zhao, Jun;2532.0;1/2-1/2;30;Huairou District;2025-06-12;ding-zhao-r5-huairou-district-2025-06-12;10472112;3;A14
Zhang, Ziyang;2414;Ding, Liren;2734.0;0-1;40;Huairou District;2025-06-12;zhang-ding-r4-huairou-district-2025-06-12;10472105;3;B67
Yu, Yangyi;2714;Wang, Hao;2701.0;1/2-1/2;27;Huairou District;2025-06-12;yu-wang-r4-huairou-district-2025-06-12;10472104;3;D31
Li, Chao B;2624;Wei, Yi;2758.0;1/2-1/2;26;Huairou District;2025-06-12;li-wei-r5.1-huairou-district-2025-06-12;10472054;3;B01
Wei, Yi;2758;Wang, Yiye;2448.0;1-0;62;Huairou District;2025-06-12;wei-wang-r4.9-huairou-district-2025-06-12;10472036;3;A15
Rakotomaharo, Fy Antenaina;2404;Shirov, Alexei;2707.0;0-1;54;London;2025-06-11;rakotomaharo-shirov-r4.1-london-2025-06-11;10477752;1;C02
Shirov, Alexei;2707;Eilenberg, Jonas;2279.0;1-0;27;London;2025-06-11;shirov-eilenberg-r1.1-london-2025-06-11;10477705;1;C84
Mamedyarov, Shakhriyar;2701;Zakarian, David;2277.0;1-0;51;London;2025-06-11;mamedyarov-zakarian-r1.1-london-2025-06-11;10477693;1;E63
Sevian, Samuel;2636;Firouzja, Alireza;2753.0;1-0;78;London;2025-06-11;sevian-firouzja-r4.1-london-2025-06-11;10471994;1;C53
So, Wesley;2714;Martirosyan, Haik M;2610.0;1-0;70;London;2025-06-11;so-martirosyan-r4.4-london-2025-06-11;10471991;1;C53
Dominguez Perez, Leinier;2708;Vitiugov, Nikita;2590.0;1-0;57;London;2025-06-11;dominguez-perez-vitiugov-r4.2-london-2025-06-11;10471978;1;C11
Vachier Lagrave, Maxime;2735;Le, Quang Liem;2645.0;1-0;65;London;2025-06-11;vachier-lagrave-le-r4.2-london-2025-06-11;10471977;1;C67
Abdusattorov, Nodirbek;2732;Erigaisi, Arjun Kumar;2708.0;1-0;52;London;2025-06-11;abdusattorov-erigaisi-r4.1-london-2025-06-11;10471970;1;A09
Rapport, Richard;2709;Amartuvshin, Ganzorig;2356.0;0-1;45;London;2025-06-11;rapport-amartuvshin-r4.1-london-2025-06-11;10471964;1;C77
Ghasi, Ameet K;2483;Mamedyarov, Shakhriyar;2701.0;0-1;40;London;2025-06-11;ghasi-mamedyarov-r4.1-london-2025-06-11;10471956;1;E06
Jones, Gawain C B;2635;Aronian, Levon;2746.0;1-0;27;London;2025-06-11;jones-aronian-r4.1-london-2025-06-11;10471941;1;A05
Sarana, Alexey;2603;Duda, Jan Krzysztof;2718.0;1/2-1/2;34;London;2025-06-11;sarana-duda-r4.3-london-2025-06-11;10471936;1;D27
Amartuvshin, Ganzorig;2356;Shirov, Alexei;2707.0;1-0;43;London;2025-06-11;amartuvshin-shirov-r3.1-london-2025-06-11;10471923;1;D45
McShane, Luke J;2702;Martinez Alcantara, Jose Eduardo;2665.0;0-1;48;London;2025-06-11;mcshane-martinez-alcantara-r3.1-london-2025-06-11;10471919;1;C69
Van Foreest, Jorden;2640;Abdusattorov, Nodirbek;2732.0;1/2-1/2;56;London;2025-06-11;van-foreest-abdusattorov-r3.1-london-2025-06-11;10471910;1;D35
Moiseenko, Alexander;2533;So, Wesley;2714.0;1/2-1/2;59;London;2025-06-11;moiseenko-so-r3.4-london-2025-06-11;10471907;1;E21
Eljanov, Pavel;2614;Nakamura, Hikaru;2734.0;1/2-1/2;74;London;2025-06-11;eljanov-nakamura-r3.2-london-2025-06-11;10471906;1;D02
Firouzja, Alireza;2753;Nihal, Sarin;2676.0;1-0;77;London;2025-06-11;firouzja-nihal-r3.1-london-2025-06-11;10471905;1;C88
Gelfand, Boris;2622;Erigaisi, Arjun Kumar;2708.0;0-1;43;London;2025-06-11;gelfand-erigaisi-r3.1-london-2025-06-11;10471893;1;A07
Anand, Viswanathan;2719;Kozak, Adam;2577.0;1-0;35;London;2025-06-11;anand-kozak-r3.1-london-2025-06-11;10471892;1;B54
Dominguez Perez, Leinier;2708;Esipenko, Andrey;2651.0;1/2-1/2;42;London;2025-06-11;dominguez-perez-esipenko-r3.3-london-2025-06-11;10471889;1;C42
Aronian, Levon;2746;Rapport, Richard;2709.0;1-0;44;London;2025-06-11;aronian-rapport-r3.1-london-2025-06-11;10471888;1;B33
Duda, Jan Krzysztof;2718;Gledura, Benjamin;2575.0;1-0;27;London;2025-06-11;duda-gledura-r3.3-london-2025-06-11;10471887;1;E06
Gan-Erdene, Sugar;2433;Mamedyarov, Shakhriyar;2701.0;1/2-1/2;41;London;2025-06-11;gan-erdene-mamedyarov-r3-london-2025-06-11;10471875;3;C83
Harvey, Marcus Ross;2460;Aronian, Levon;2746.0;0-1;58;London;2025-06-11;harvey-aronian-r2.1-london-2025-06-11;10471868;1;A05
Abdusattorov, Nodirbek;2732;Navara, David;2671.0;0-1;48;London;2025-06-11;abdusattorov-navara-r2.1-london-2025-06-11;10471857;1;C65
Shirov, Alexei;2707;McShane, Luke J;2702.0;1-0;76;London;2025-06-11;shirov-mcshane-r2.1-london-2025-06-11;10471855;1;C50
Vachier Lagrave, Maxime;2735;Gurel, Ediz;2452.0;0-1;62;London;2025-06-11;vachier-lagrave-gurel-r2.2-london-2025-06-11;10471851;1;B40
Erigaisi, Arjun Kumar;2708;Nogerbek, Kazybek;2531.0;1-0;51;London;2025-06-11;erigaisi-nogerbek-r2.1-london-2025-06-11;10471839;1;D04
Rapport, Richard;2709;Pichot, Alan;2564.0;1-0;40;London;2025-06-11;rapport-pichot-r2.1-london-2025-06-11;10471832;1;C77
Duda, Jan Krzysztof;2718;Salimova, Nurgyul;2332.0;1-0;31;London;2025-06-11;duda-salimova-r2.4-london-2025-06-11;10471824;1;C77
Mamedyarov, Shakhriyar;2701;Firouzja, Alireza;2753.0;0-1;29;London;2025-06-11;mamedyarov-firouzja-r2.1-london-2025-06-11;10471823;1;E65
Erdogmus, Yagiz Kaan;2384;Nakamura, Hikaru;2734.0;1/2-1/2;14;London;2025-06-11;erdogmus-nakamura-r2.3-london-2025-06-11;10471814;1;C67
Ding, Liren;2734;Yu, Yangyi;2714.0;1/2-1/2;24;Huairou District;2025-06-11;ding-yu-r3-huairou-district-2025-06-11;10471786;3;D38
Wang, Hao;2701;Zhao, Jun;2532.0;1/2-1/2;22;Huairou District;2025-06-11;wang-zhao-r3-huairou-district-2025-06-11;10471783;3;C84
Zhang, Ziyang;2414;Wang, Hao;2701.0;0-1;41;Huairou District;2025-06-11;zhang-wang-r2-huairou-district-2025-06-11;10471778;3;B90
Yu, Yangyi;2714;Wang, Shixu B;2452.0;1/2-1/2;24;Huairou District;2025-06-11;yu-wang-r2-huairou-district-2025-06-11;10471777;3;B23
Huang, Renjie;2495;Ding, Liren;2734.0;1/2-1/2;30;Huairou District;2025-06-11;huang-ding-r2-huairou-district-2025-06-11;10471776;3;C48
Wang, Hao;2701;Gu, Xianghan;2199.0;1-0;26;Huairou District;2025-06-11;wang-gu-r1-huairou-district-2025-06-11;10471770;3;C53
You, Qingyi;2209;Yu, Yangyi;2714.0;0-1;52;Huairou District;2025-06-11;you-yu-r1-huairou-district-2025-06-11;10471769;3;A45
Ding, Liren;2734;Song, Bing;2309.0;1-0;40;Huairou District;2025-06-11;ding-song-r1-huairou-district-2025-06-11;10471768;3;B90
Cai, Chaoruo;2258;Wei, Yi;2758.0;0-1;30;Huairou District;2025-06-11;cai-wei-r3.13-huairou-district-2025-06-11;10471755;3;A40
Wei, Yi;2758;Wang, Yue;2627.0;1/2-1/2;18;Huairou District;2025-06-11;wei-wang-r2.13-huairou-district-2025-06-11;10471726;3;D79
McShane, Luke J;2702;Gan-Erdene, Sugar;2433.0;1/2-1/2;52;London;2025-06-11;mcshane-gan-erdene-r1-london-2025-06-11;10471695;3;B58
Oro, Faustino;2457;Rapport, Richard;2709.0;0-1;45;London;2025-06-11;oro-rapport-r1.1-london-2025-06-11;10471692;1;B70
Aronian, Levon;2746;Derakhshani, Borna;2240.0;1-0;54;London;2025-06-11;aronian-derakhshani-r1.1-london-2025-06-11;10471689;1;A13
Anand, Viswanathan;2719;Rakotomaharo, Fy Antenaina;2404.0;1-0;38;London;2025-06-11;anand-rakotomaharo-r1.1-london-2025-06-11;10471683;1;C72
Nakamura, Hikaru;2734;Dishman, Stephen;2266.0;1-0;61;London;2025-06-11;nakamura-dishman-r1.3-london-2025-06-11;10471678;1;A06
Firouzja, Alireza;2753;Turner, Matthew;2506.0;1-0;39;London;2025-06-11;firouzja-turner-r1.1-london-2025-06-11;10471677;1;C95
Xu, Minghui;2454;Wei, Yi;2758.0;0-1;23;Huairou District;2025-06-11;xu-wei-r1.1-huairou-district-2025-06-11;10471652;3;A21
Schneider, Ilja;2429;Abdusattorov, Nodirbek;2732.0;0-1;27;London;2025-06-11;schneider-abdusattorov-r1.1-london-2025-06-11;10471646;1;B23
Vujatovic, Rajko;2194;Duda, Jan Krzysztof;2718.0;0-1;31;London;2025-06-11;vujatovic-duda-r1.4-london-2025-06-11;10471638;1;D02
Parker, Jonathan;2506;Vachier Lagrave, Maxime;2735.0;0-1;38;London;2025-06-11;parker-vachier-lagrave-r1.2-london-2025-06-11;10471637;1;E12
Volokitin, Andrei;2626;Harikrishna, Pentala;2707.0;1/2-1/2;15;Chotowa;2025-06-10;volokitin-harikrishna-r9.1-chotowa-2025-06-10;10471571;1;C55
Harikrishna, Pentala;2707;Cyborowski, Lukasz;2459.0;1-0;35;Chotowa;2025-06-09;harikrishna-cyborowski-r8.1-chotowa-2025-06-09;10471522;1;B40
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;1/2-1/2;53;Endgame.AI INT;2025-06-08;niemann-nihal-r18-endgame.ai-int-2025-06-08;10477324;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;0-1;42;Endgame.AI INT;2025-06-08;nihal-niemann-r17-endgame.ai-int-2025-06-08;10477323;2;A46
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;1/2-1/2;39;Endgame.AI INT;2025-06-08;niemann-nihal-r16-endgame.ai-int-2025-06-08;10477322;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;0-1;18;Endgame.AI INT;2025-06-08;nihal-niemann-r15-endgame.ai-int-2025-06-08;10477321;2;D03
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;1/2-1/2;35;Endgame.AI INT;2025-06-08;niemann-nihal-r14-endgame.ai-int-2025-06-08;10477320;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;1-0;43;Endgame.AI INT;2025-06-08;nihal-niemann-r13-endgame.ai-int-2025-06-08;10477319;2;D38
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;1-0;46;Endgame.AI INT;2025-06-08;niemann-nihal-r12-endgame.ai-int-2025-06-08;10477318;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;0-1;41;Endgame.AI INT;2025-06-08;nihal-niemann-r11-endgame.ai-int-2025-06-08;10477317;2;A07
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;0-1;14;Endgame.AI INT;2025-06-08;niemann-nihal-r10-endgame.ai-int-2025-06-08;10477316;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;1-0;45;Endgame.AI INT;2025-06-08;nihal-niemann-r9-endgame.ai-int-2025-06-08;10477315;2;A46
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;1-0;47;Endgame.AI INT;2025-06-08;niemann-nihal-r8-endgame.ai-int-2025-06-08;10477314;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;0-1;45;Endgame.AI INT;2025-06-08;nihal-niemann-r7-endgame.ai-int-2025-06-08;10477313;2;A46
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;0-1;39;Endgame.AI INT;2025-06-08;niemann-nihal-r6-endgame.ai-int-2025-06-08;10477312;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;1/2-1/2;68;Endgame.AI INT;2025-06-08;nihal-niemann-r5-endgame.ai-int-2025-06-08;10477311;2;A46
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;1-0;29;Endgame.AI INT;2025-06-08;niemann-nihal-r4-endgame.ai-int-2025-06-08;10477310;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;1/2-1/2;63;Endgame.AI INT;2025-06-08;nihal-niemann-r3-endgame.ai-int-2025-06-08;10477309;2;A46
Niemann, Hans Moke;2736;Nihal, Sarin;2693.0;1-0;76;Endgame.AI INT;2025-06-08;niemann-nihal-r2-endgame.ai-int-2025-06-08;10477308;2;B07
Nihal, Sarin;2693;Niemann, Hans Moke;2736.0;1-0;37;Endgame.AI INT;2025-06-08;nihal-niemann-r1-endgame.ai-int-2025-06-08;10477307;2;A46
Harikrishna, Pentala;2707;Bluebaum, Matthias;2663.0;1/2-1/2;20;Chotowa;2025-06-08;harikrishna-bluebaum-r7.1-chotowa-2025-06-08;10471388;1;A13
Maurizzi, Marc Andria;2607;Harikrishna, Pentala;2707.0;1/2-1/2;19;Chotowa;2025-06-07;maurizzi-harikrishna-r6.1-chotowa-2025-06-07;10471354;1;C55
