brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url
verykool,s354,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 ,,HSPA,Yes,Yes,2014  July,Available. Released 2014  July,119 x 65 x 12 mm (4.69 x 2.56 x 0.47 in),105,3.70,Mini-SIM,TFT capacitive touchscreen  256K colors,3.5 inches (~47.2% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.2 GHz Cortex-A7,Mediatek MT6572M,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0,No,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1200 mAh battery,Black/Blue| Fuchsia| Yellow,60,http://cdn2.gsmarena.com/vv/bigpic/verykool-s354.jpg
verykool,SL5000 Quantum,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1700 / 1900 / 2100 ,LTE band 2(1900)| 4(1700/2100)| 17(700),HSPA 42.2/11.5 Mbps  LTE Cat4 150/50 Mbps,Yes,Yes,2014  September,Available. Released 2014  September,143 x 72.8 x 8.9 mm (5.63 x 2.87 x 0.35 in),140,4.94,Yes,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.2% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz,,,microSD  up to 64 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,White,180,http://cdn2.gsmarena.com/vv/bigpic/verykool-sl500.jpg
verykool,s401,GSM / UMTS,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),UMTS 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  June,Available. Released 2014  June,126 x 65 x 10.4 mm (4.96 x 2.56 x 0.41 in),100,3.53,Single SIM or Dual SIM (dual stand-by),TFT capacitive touchscreen,4.0 inches (~55.6% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.0 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,5 MP| LED flash,VGA,Yes,Yes,Yes| hotspot,4.0| A2DP,No,,FM radio,2.0,Accelerometer| proximity,Removable Li-Ion 1400 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s401.jpg
verykool,s352,GSM,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),,,,Yes,Yes,2014  June,Available. Released 2014  June,118 x 63.1 x 12.4 mm (4.65 x 2.48 x 0.49 in),104,3.67,Single SIM or Dual SIM (dual stand-by),TFT capacitive touchscreen,3.5 inches,-,Android 4.2 (Jelly Bean),,,,microSD  up to 32 GB,4 GB,512 MB,2 MP,VGA,Yes,Yes,Yes| hotspot,4.0| A2DP,No,,FM radio,2.0,Accelerometer,Removable Li-Ion 1300 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s352.jpg
verykool,s351,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  June,Available. Released 2014  June,116.9 x 62.7 x 12.7 mm (4.60 x 2.47 x 0.5 in),90.5,3.21,Single SIM or Dual SIM (dual stand-by),TFT capacitive touchscreen,3.5 inches,-,Android 4.1.2 (Jelly Bean),Dual-core 1.0 GHz,,,microSD  up to 32 GB,512 MB,512 MB RAM,2 MP,VGA,Yes,Yes,Yes| hotspot,2.0,No,,FM radio,2.0,Accelerometer,Removable Li-Ion 1150 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s351.jpg
verykool,i129,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,No,2014  June,Available. Released 2014  June,113.5 x 48.4 x 14 mm (4.47 x 1.91 x 0.55 in),75,2.65,Yes,TFT,1.77 inches (~17.9% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,Yes,No,No,2.1| EDR,No,,FM radio| built-in antenna,1.1,,Removable Li-Ion 600 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i129.jpg
verykool,s505,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  May,Available. Released 2014  May,143.5 x 71.6 x 8.3 mm (5.65 x 2.82 x 0.33 in),100,3.53,Single SIM or Dual SIM (dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~67.1% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.3 GHz,,,microSD  up to 32 GB,4 GB,1 GB RAM,12 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,Yes,Accelerometer| proximity,Removable Li-Ion 2000 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s505.jpg
verykool,s450,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  May,Available. Released 2014  May,131.4 x 66.8 x 9.9 mm (5.17 x 2.63 x 0.39 in),132.5,4.66,Single SIM or Dual SIM (dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.5 inches (~63.6% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.2 GHz,,,microSD  up to 32 GB,4 GB,512 MB RAM,8 MP,VGA,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,Yes,Accelerometer| proximity,Removable Li-Ion 1750 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s450.jpg
verykool,T742,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  February,Available. Released 2014  February,192 x 107.8 x 9.5 mm (7.56 x 4.24 x 0.37 in),250,8.82,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen,7.0 inches (~67.4% screen-to-body ratio),480 x 800 pixels (~133 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,3.15 MP| LED flash,VGA,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer,Non-removable Li-Ion 2500 mAh battery,Black,110,http://cdn2.gsmarena.com/vv/bigpic/verykool-t742-kolorpad.jpg
verykool,s353,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2014  February,Available. Released 2014  February,118 x 63.1 x 12.4 mm (4.65 x 2.48 x 0.49 in),104,3.67,Single SIM or Dual SIM (dual stand-by),TFT capacitive touchscreen,3.5 inches,-,Android 4.2 (Jelly Bean),Dual-core 1.0 GHz,,,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,2 MP,VGA,Yes,Yes,Yes| hotspot,2.1| EDR,No,,FM radio,1.1,Accelerometer,Removable Li-Ion 1400 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s353-jasper.jpg
verykool,R80L Granite II,GSM,GSM 850 / 900 / 1800 / 1900 ,,,,Yes,Yes,2014  January,Available. Released 2014  January,109.9 x 47.3 x 14.6 mm (4.33 x 1.86 x 0.57 in),73.7,2.57,Mini-SIM,TFT,2.4 inches (~34.3% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,2 MP,No,Yes,,No,2.1| A2DP| EDR,No,,FM radio,2.0,,Li-Ion 800 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-R80L-Granite-II.jpg
verykool,i240,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2014  January,Available. Released 2014  January,116 x 51 x 11.8 mm (4.57 x 2.01 x 0.46 in),85,3.00,Dual SIM,TFT,2.4 inches (~30.2% screen-to-body ratio),240 x 320 pixels (~167 ppi pixel density),,108 MHz,,,microSD  up to 32 GB (dedicated slot),4 MB ROM,4 MB RAM,VGA,No,Yes,Yes,No,2.1| EDR,No,,FM radio; built-in antenna,Yes,,Removable Li-Ion 800 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i240-rutti.jpg
verykool,i603,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,100 x 59 x 13 mm (3.94 x 2.32 x 0.51 in),85,3.00,Dual SIM (Mini-SIM),TFT,2.0 inches (~21.3% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 16 GB (dedicated slot),,,VGA,No,Yes,Yes,No,3.0,No,,FM radio,1.1,,Removable Li-Ion 650 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i603.jpg
verykool,i128,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,108.5 x 46.8 x 10.9 mm (4.27 x 1.84 x 0.43 in),55,1.94,Dual SIM,TFT,1.77 inches (~19.4% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,Yes,No,No,2.1,No,,FM radio,Yes,,Removable Li-Ion 500 mAh battery,Blue| Red| Pink,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i128.jpg
verykool,i133,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 ,,Yes  384 kbps,Yes,Yes,2013,Available. Released 2013,110 x 48.2 x 12.4 mm (4.33 x 1.90 x 0.49 in),85,3.00,Dual SIM (Mini-SIM),TFT,1.8 inches (~19.2% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),70 MB,,VGA,No,Yes,Yes,No,2.1,No,,FM radio,Yes,,Removable Li-Ion 600 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i133.jpg
verykool,s400,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Yes,Yes,2013  September,Available. Released 2013  September,119 x 65 x 12 mm (4.69 x 2.56 x 0.47 in),120,4.23,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),TFT capacitive touchscreen,4.0 inches (~58.9% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,,5 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,3.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1400 mAh battery,Black| White| Pink| Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s400.jpg
verykool,i127,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,109 x 46 x 13.4 mm (4.29 x 1.81 x 0.53 in),55,1.94,Dual SIM (Mini-SIM),TFT,1.77 inches (~19.7% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,Yes,No,3.0,No,,FM radio,charging only,,Removable Li-Ion 500 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i127.jpg
verykool,s470,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA 42.2/11.5 Mbps,Yes,Yes,2013  September,Available. Released 2013  September,137 x 71 x 10.5 mm (5.39 x 2.80 x 0.41 in),150,5.29,Single SIM (Mini-SIM) or Dual SIM (Mini-SIM| dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches (~62.6% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.2.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),,1 GB RAM,8 MP| autofocus| dual-LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2000 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s470.jpg
verykool,i316,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),,,,Yes,No,2013  September,Available. Released 2013  September,89 x 44 x 16.4 mm (3.50 x 1.73 x 0.65 in),69,2.43,Mini-SIM,TFT,1.8 inches (~26.0% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,Yes,No,2.1,No,,FM radio,Yes,,Removable Li-Ion 800 mAh battery,Black| Blue| Red| Light green,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i316.jpg
verykool,RS90,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 ,,HSPA 7.2/5.76 Mbps,Yes,Yes,2013,Available. Released 2013,144 x 75.6 x 12.1 mm (5.67 x 2.98 x 0.48 in),201,7.09,Dual SIM (Mini-SIM),IPS LCD capacitive touchscreen,4.5 inches (~51.3% screen-to-body ratio),540 x 960 pixels (~245 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.2 GHz,,,microSD  up to 32 GB (dedicated slot),2 GB,,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.1,Yes with A-GPS,,FM radio,2.0,Accelerometer| proximity,Removable Li-Ion 1800 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-rs90.jpg
verykool,i126,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,No,No,2013,Available. Released 2013,111.4 x 44.4 x 14.6 mm (4.39 x 1.75 x 0.57 in),64,2.26,Dual SIM (Mini-SIM),TFT,1.8 inches (~20.6% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,VGA,No,Yes,,No,3.0,No,,FM radio,2.0,,Removable Li-Ion 650 mAh battery,Black| Black/Green| Black/Red| Black/Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i126.jpg
verykool,RS75,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 ,,HSPA 7.2/5.76 Mbps,Yes,Yes,2013,Available. Released 2013,121.6 x 64.7 x 12.5 mm (4.79 x 2.55 x 0.49 in),120,4.23,Dual SIM (Mini-SIM),TFT capacitive touchscreen,3.5 inches (~46.4% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.1,Yes with A-GPS,,FM radio,2.0,Accelerometer| proximity,Removable Li-Ion 1350 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-rs75.jpg
verykool,i607,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,111 x 59 x 11 mm (4.37 x 2.32 x 0.43 in),82,2.89,Dual SIM (Mini-SIM),TFT,2.2 inches (~23.3% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,2 MP,No,Yes,,Wi-Fi 802.11 b/g/n,3.0,No,,FM radio,Yes,,Removable Li-Ion 700 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i607.jpg
verykool,s732,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA 7.2/0.384 Mbps,Yes,Yes,2013,Available. Released 2013,117.5 x 62.5 x 12.8 mm (4.63 x 2.46 x 0.50 in),120,4.23,Single SIM or Dual SIM (dual stand-by),TFT capacitive touchscreen,3.5 inches (~49.7% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3.7 (Gingerbread),832 MHz,,,microSD  up to 32 GB (dedicated slot),,,2 MP,No,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP,No,,FM radio,microUSB 2.0,Accelerometer,Removable Li-Ion 1450 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s732.jpg
verykool,s758,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 / 2100 ,,Yes  384 kbps,Yes,Yes,2013,Available. Released 2013,152.3 x 80 x 11 mm (6.00 x 3.15 x 0.43 in),212,7.48,Dual SIM (Mini-SIM),TFT capacitive touchscreen  16M colors,5.15 inches (~62.0% screen-to-body ratio),480 x 800 pixels (~181 ppi pixel density),Android 4.0 (Ice Cream Sandwich),Dual-core 1.0 GHz Cotex-A9,Mediatek MT6577,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),,,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,3.0| A2DP| EDR,Yes with A-GPS,,Stereo FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2350 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s758.jpg
verykool,s350,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,113 x 60 x 10.6 mm (4.45 x 2.36 x 0.42 in),100,3.53,Dual SIM (Mini-SIM),TFT capacitive touchscreen,3.5 inches (~53.8% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),,,2 MP,No,Yes,Yes,Yes| hotspot,2.1| EDR,No,,FM radio,1.1,Accelerometer,Removable Li-Ion 1100 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s350.jpg
verykool,R623,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,115 x 62.4 x 15.4 mm (4.53 x 2.46 x 0.61 in),112,3.95,Dual SIM (Mini-SIM),TFT,2.3 inches (~22.8% screen-to-body ratio),320 x 240 pixels (~174 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,2 MP,No,Yes,Yes,No,2.1| EDR,No,,FM radio,2.0,,Removable Li-Ion 1050 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r623.jpg
verykool,i601,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,100 x 55 x 12.4 mm (3.94 x 2.17 x 0.49 in),85,3.00,Dual SIM (Mini-SIM),TFT,2.0 inches (~22.9% screen-to-body ratio),176 x 220 pixels (~141 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,,No,2.1| EDR,No,,FM radio,1.1,,Removable Li-Ion 550 mAh battery,Black| Blue| Red| Lime,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i601.jpg
verykool,i121C,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,109 x 44 x 13 mm (4.29 x 1.73 x 0.51 in),65,2.29,Dual SIM (Mini-SIM),TFT,1.77 inches (~20.6% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,,No,2.0,No,,FM radio,miniUSB,,Removable Li-Ion 650 mAh battery,Black| Dark blue| Light blue| Lime| Green| Yellow| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i121c.jpg
verykool,i121,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2013,Available. Released 2013,109 x 44 x 13 mm (4.29 x 1.73 x 0.51 in),65,2.29,Dual SIM (Mini-SIM),TFT,1.77 inches (~20.6% screen-to-body ratio),128 x 160 pixels (~116 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,,,Yes,,No,2.0,No,,FM radio,miniUSB,,Removable Li-Ion 650 mAh battery,Black| Dark blue| Light blue| Lime| Green| Yellow| Red,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i121.jpg
verykool,R25,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,Yes,2013,Available. Released 2013,111.4 x 51.5 x 15.6 mm (4.39 x 2.03 x 0.61 in),110,3.88,Dual SIM (Mini-SIM),TFT,2.2 inches (~26.6% screen-to-body ratio),176 x 220 pixels (~128 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,2 MP,No,Yes,,No,2.1| A2DP| EDR,No,,FM radio,2.0,,Removable Li-Ion 1050 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-r25.jpg
verykool,s735,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM1 & SIM 2 (optional),HSDPA 850 / 1900 ,,HSPA,Yes,Yes,2012,Available,118.5 x 61 x 10.8 mm (4.67 x 2.40 x 0.43 in),121,4.27,Dual SIM (Mini-SIM),TFT capacitive touchscreen,3.5 inches (~50.5% screen-to-body ratio),320 x 480 pixels (~165 ppi pixel density),Android 2.3.6 (Gingerbread),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),,,3.15 MP,VGA,Yes,Yes,Wi-Fi 802.11 b/g| hotspot,2.1| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1350 mAh battery,Black,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s375.jpg
verykool,s135,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 ,,HSPA 7.2/5.76 Mbps,Yes,Yes,2012  November,Available. Released 2012  November,108 x 45 x 12.3 mm (4.25 x 1.77 x 0.48 in),80,2.82,Dual SIM (Mini-SIM),TFT,1.8 inches (~21.0% screen-to-body ratio),176 x 220 pixels (~157 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,No,Wi-Fi 802.11 b/g| hotspot,2.1| A2DP,No,,FM radio,2.0,,Removable Li-Ion 1000 mAh battery,Various,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s135.jpg
verykool,i320,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),,,,Yes,No,2012  November,Available. Released 2012  November,96 x 48 x 17 mm (3.78 x 1.89 x 0.67 in),85,3.00,Mini-SIM,TFT,2.2 inches (~32.5% screen-to-body ratio),240 x 320 pixels (~182 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,No,2.1,No,,FM radio,Yes,,Removable Li-Ion 800 mAh battery,Black| White| Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i320.jpg
verykool,i315N,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (optional),,,,Yes,No,2012  October,Available. Released 2012  October,80 x 38 x 22 mm (3.15 x 1.50 x 0.87 in),70,2.47,Mini-SIM,TFT,1.44 inches (~22.0% screen-to-body ratio),128 x 128 pixels (~126 ppi pixel density),,,,,microSD  up to 8 GB (dedicated slot),,,VGA,No,Yes,Yes,No,2.1| A2DP,No,,FM radio,Yes,,Removable Li-Ion battery,Red| Black| Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i315n.jpg
verykool,s635,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 - SIM 1 only,,HSPA,Yes,Yes,2012  October,Available. Released 2012  October,108 x 57.2 x 12.5 mm (4.25 x 2.25 x 0.49 in),80,2.82,Dual SIM (Mini-SIM),TFT,2.0 inches (~20.1% screen-to-body ratio),320 x 240 pixels (~200 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,TBD,Yes| hotspot,2.1,No,,FM radio,2.0,,Removable Li-Ion 1100 mAh battery,Black/Red| Black/Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s365.jpg
verykool,s728,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 1900 ,,HSPA 7.2/0.384 Mbps,Yes,Yes,2012  October,Available. Released 2012  October,104 x 56.8 x 12.9 mm (4.09 x 2.24 x 0.51 in),90,3.17,Dual SIM (Mini-SIM),TFT capacitive touchscreen,2.8 inches (~41.1% screen-to-body ratio),240 x 320 pixels (~143 ppi pixel density),Android 2.3.5 (Gingerbread),650 MHz,,,microSD  up to 32 GB (dedicated slot),,,3.2 MP,VGA,Yes,Yes,Yes| hotspot,2.0| A2DP,Yes with A-GPS,,FM radio,Yes,Accelerometer| proximity,Removable Li-Ion 1110 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/verykool-s728.jpg
verykool,i625,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Yes,No,2012  October,Available. Released 2012  October,111 x 58.4 x 11.2 mm (4.37 x 2.30 x 0.44 in),110,3.88,Dual SIM (Mini-SIM),TFT,2.3 inches (~25.3% screen-to-body ratio),320 x 240 pixels (~174 ppi pixel density),,,,,microSD  up to 32 GB (dedicated slot),,,1.3 MP,No,Yes,Yes,Yes,2.0| A2DP,No,,Wireless FM,Yes,,Removable Li-Ion battery,Black/Red| White/Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i625.jpg
verykool,i130,GSM,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,,,,Class 12,No,2012  October,Available. Released 2012  October,107 x 45 x 12 mm (4.21 x 1.77 x 0.47 in),63,2.22,Dual SIM (Mini-SIM),TFT,1.8 inches (~21.2% screen-to-body ratio),128 x 160 pixels (~114 ppi pixel density),,,,,microSD (dedicated slot),,,VGA,No,Yes,No,No,Yes,No,,FM radio,,,Removable Li-Ion battery,Black| White| White/Green| White/Blue,,http://cdn2.gsmarena.com/vv/bigpic/verykool-i130.jpg
