,complaint_text,Topic,User,TicketId,isClassifiedInto,isRoutedTo,isClassifiedBy
231,"on my social security xxxx deposit was withheld by jpmorgan chase upon calling the branch to determine why i was told that chase had decided on to  end the relationship  with me i was told at that time that chase did  not have to provide a reason  and that there  was nothing  i  could do   i had no  right to appeal  it was a final decision  after numerous conversations i was told by chase i had to wait an additional two days before receiving my deposit and even then it was up to the bank whether or not i would receive cash or if the bank would send a cashier s checks to my home or if the bank would return my payment to social security this of course would mean i would then have to wait an additional or so days without any money i stated that this unreasonable decision put me in an untenable situation as my bills were due my house payment was due i had no other income besides social security the representative from the loss prevention department i spoke with at approximately xxxx said  you dont have to like the decision but that is the decision  completely and thoroughly disregarding the havoc and potential loss of residence and numerous late fees this represented to me 

today at approximately xxxx xxxx i contacted chase again to find out if there was any decision made about how i was to receive my money i was again transferred to the loss prevention department the magnitude of that finally pierced through i asked the representative if the fact that my account was with the loss prevention department was a indictment of me andor an implication of a potential fraudulent transaction i was once again told the bank didnt have to provide me with  any answers  in quite a rude and snarky manner 

i cant imagine what would have been considered a fraudulent transaction the last interaction i had with chase prior to this was to dispute a transaction for a purchase made through xxxx in which xxxx overrode my preferred credit card and changed to a credit card associated with the chase account this decision then caused my chase account to be overdrawn after disputing the transaction with xxxx i was told xxxx s  security protocol  had chosen to change the cards i then disputed the transaction with chase explained the entirety of the situation including xxxx s explanation of  security protocol  and offered to submit documentation of this to chase in writing from xxxx chase informed me that i would need to close the credit card used in the disputed transaction  that i would be given a temporary credit of the disputed amount  and that chase would investigate the next interaction was my calling to determine what happened to my social security deposit i dont understand how a bank can simply close a banking account accept and then withhold government authorized xxxx funds with absolutely no oversight 

as a xxxx customer whose only source of income is social security xxxx a fact the bank was very well aware of when they chose to accept my deposit per the social security administration on xxxxxxxx i should have at the very least been given a warning an opportunity to explain and submit documentation in response to any additional concerns the bank may have had regarding the disputed transaction and certainly as the bank has already confirmed my funds are simply on hold i should not have to wait any additional days in limbo i definitely should not have to pay all the associated late fees from the withholding of my money chase certainly should not be allowed to profit from accepting a deposit into an account that they had already chosen to close one full day prior to the deposit being submitted",0,UserID462,Ticket463,SalesDepartment,SalesDepartment,LogRegClassifier
232,"on i walked inside the jp morgan chase bank branch at xxxx xxxx xxxx xxxx tx xxxx  within minutes prior to closing i kindly asked for a notary which they have previously notarized documents for me a couple of times this year however xxxx was reluctant to notarize a document for me therefore he asked the assistant branch manager xxxx to get validation from him to deny service consequently xxxx then told me that he is not comfortable notarizing my documents 

as a consumer i have established a banking relationship with chase via personal and businessrelated in addition i recently decided to share my business with chase by opening up a business account because of your staff s unethical behavior this does not satisfy my trust with chase their actions were biased i am a customer and as a customer the bankers are required to service the consumer s needs without prejudice",0,UserID464,Ticket465,SalesDepartment,SalesDepartment,SequentialClassifier
233,they are contacting family members when they have my contact information and no that i do not live and reside at that address and phone number the person calling is xxxx xxxx acts specialist from chase pk services phonexxxx xxxx xxxx ext xxxx,4,UserID466,Ticket467,FinanceDepartment,FinanceDepartment,SVMClassifier
234,"i made a call to xxxx xxxx xxxx xxxx to cancel a trip back in mid xxxx  on or around the xxxx  i called to complain about a time share stay i had and they had tricked me into believing i was getting a free  courtesy trip  for my trouble 
after scheduling the trip they informed me this was going to be a sales pitch and not at a resort but a stay at a hotel and  any adult with me had to attend this presentation  
i called about two weeks later and attempted to cancel this trip with them and was told i was two days too late to do so 

i took the next step to call xxxx chase card services to put this in dispute the cs representative advised me they would not put it in dispute via verbal complaint and i had to send it to the executive office in writing with my documentation i did this on xxxxxxxx the executive office had me fax it to another location as she stated this was a xxxx xxxx xxxx xxxx  issue and is handled elsewhere she also advised it would take at least days to get a response from xxxx i followed her direction 
i waited and after two months called to follow up as i had received nothing in writing i finally received a confirmation letter in xxxx meanwhile chase billed me several late fees and an annual renewal fee in xxxx there collections dept began calling saying i was incurring late fees and i needed to pay them they also stated they had nothing in their system that a dispute was active at that time i also had no correspondence that my complaint was in dispute status i did not pay them this fee i did not trust they would not turn around and put it toward the charges i was disputing and determine the rest had to be paid i had advised them of this during their and my phone calls i called the chase directly and spoke with xxxx on xxxxxxxx after one of the above calls was received by me he assured me he would handle it and gave me a case number xxxx i never received a final determination in writing from them and called them about the late fees that were charged to my account they reversed the during that call on xxxxxxxx they told me i had a xxxx balance for annual fees for xxxx i paid that via phone and then the rep told me the card was closed this month xxxxxxxx i received a bill for xxxx i called them and they said they reversed fees twice in error and this was the balance due this has been a complete and total run around i have gotten from xxxx chase cardservices i do not recommend them one of my biggest concerns is that i have great credit and they put this on my credit report as a non payment issue vs disputed charges in addition to charging a xxxx annual fee for a card they closed none of this was put in writing as a final decision on their part",4,UserID468,Ticket469,FinanceDepartment,FinanceDepartment,LogRegClassifier
235,"dear sir or madam  i am writing to dispute a billing error in the amount of on my chase credit card account on xxxx and xxxx i was grossly overcharged for my stay at the xxxx xxxx in xxxx xxxx i had paid cash and the perceived balance by card but was not properly credited for my stay i had an earlier dispute on this transaction denied by chase of which that amount is incorrect for the record the amount in dispute is as shown on this letterhead i faxed my inquiry to chase but somehow they refuse to look into this matter i am requesting that the error be corrected that any finance and other charges related to the disputed amount be credited as well and that i receive an accurate statement 

enclosed is a copy of the letterheads from the xxxx xxxx xxxx supporting my position please investigate this matter and compel chase to accurately correct the billing error as soon as possible 

sincerely xxxx xxxx enclosed  dear mr  xxxx thank you very much for the stay at xxxx xxxx 

as we discussed by phone i am pleased to send you the short explanation of your invoices 

reservation xxxx xxxx  the night was paid with points there are only extras on the bill the whole authorization has been used for the payment xxxx hufxxxx  usd reservation xxxx xxxx xxxxxxxx  we made an authorization of xxxx huf  approx xxxx usd  nights have been paid by card and cash xxxx huf  approx xxxx usd  and with card xxxx huf  approx xxxx usd  therefore your bank will release the rest of the hold on your card which is xxxx huf  approx xxxx usd  

please find attached also the statement of the used credit card history related to your stay 

if you have any further question please do not hesitate to contact me any time 

best regards from xxxx xxxx front office duty manager xxxx xxxx xxxx xxxx xxxx xxxx xxxx 
xxxx xxxx xxxx tel  xxxx xxxx xxxx xxxx i mobile  xxxx xxxx xxxx xxxx xxxx this hotel is owned by xxxx xxxx xxxx xxxx and is managed by xxxx xxxx xxxx xxxx 
print responsibly please consider the environment before printing this email 
download all attachments as a zip file pdf pdf",1,UserID470,Ticket471,TechnicalDepartment,TechnicalDepartment,LogRegClassifier
236,refused to deposit cash into my wifes savings account even though i had the account number my last name and hers are the same and we both leave at the same address,0,UserID472,Ticket473,SalesDepartment,SalesDepartment,LogRegClassifier
237,i had let my son use my xxxx so he could use my gas credit card that was attached to my xxxx xxxx well he accidentally used my chase debit card in my xxxx xxxx  wallet so needless to say all night he was filling up small engines with gas  generators gas cans etc  well in the morning he comes home and i than realized he used the wrong account not every time but enough to overdraft my account by a couple hundred dollars i immediately called the bank to let them know and aware of what happened they seemed to understand and i asked if they could help me with the nsf fees as my account was almost negative dollars and my xxxx check is only every days so the guy said yes we will waive any and all fees that appear on the account from these transactions so i was relieved for that up until my check goes in direct deposit and i still had those fees on my account so i called and talked on the phone for hours and transferred minimum of ten times and was lied to at the end just to get me off the phone is what i got from it and still no fees taking off i called again minutes and got told cant do anything i reached maximum fee reversal allotted what so than called later and than they told me i had to cancel my dispute i had from prior to all this just so the guy can move forward with assisting me and than was told i would get reversed  so obviously i didnt hit maximum so theres one lie i caught them in  and so i said fine whatever i wont eat for two weeks than well hang up and it has been in a half hours and that credit of two fees still not applied and called and was told it takes to business days before it will reflect on my account are you serious but before it was instant another lie needless to say highway robbery and bad business,0,UserID474,Ticket475,SalesDepartment,SalesDepartment,SVMClassifier
238,xxxx called and left automatic voicemail xxxx called at xxxx pm and left another voicemail left another voicemail xxxxxxxx at xxxx pm left another voicemail this is chase bank,0,UserID476,Ticket477,SalesDepartment,SalesDepartment,LogRegClassifier
239,as recently as this morning and after days and hours of working with the banks technical support team i still could not access the on line data base i sill could not retrieve the data i needed causing major impact i was advised due to recent changes the bank  does not allow the use of xxxx operating system system  they advised i could use my mobile phone but after multiple attempts that also did not work and they had nothing to offer when i explained this was wireless and open to hacking i have been hacked three times previously and do not want to use this method they suggested going to the branch who could definitely assist however at the branch they informed me due to policy changes they could not assist furthermore attempts to reach a manager produced nothing they are never available and they stated i would get a call back within hour to hours but not so a lie their automated system malfunctions not hearing correct input forcing reentry and then when you do connect it does not pass the account information along to the agent this has caused me significant monetary delay and financial loss also calls going off shore answered by their staff who request my social security number in lieu of account number i asked if they could use my last four they said no the whole number so much for the facade of security and to protect my account wither incapable or liars either one bad,0,UserID478,Ticket479,SalesDepartment,SalesDepartment,SequentialClassifier
240,there was a hard inquiry on my account that i did not apply for,3,UserID480,Ticket481,TrashDepartment,TrashDepartment,SVMClassifier
241,i signed up for a credit card thru chase the card was marketed as apr with no fees i recently traveled abroad and used the card or few purchases chase added transaction fees to the transactions in the latest statement upon confronting them about the issue they are not willing to accept any wrong doing or willing to take off the fees in addition to that chase is not willing to accept that they solicited false claims and marketing claims about the card,1,UserID482,Ticket483,TechnicalDepartment,TechnicalDepartment,SVMClassifier
242,called the company on to reduce the interest rate  after the federal reserve cut their rate a full basis point to i was told that the bank was unwilling and unable to reduce the interest rate on the card which left me confused since i have a mortgage and other credit cards with single digit interest rates,1,UserID484,Ticket485,TechnicalDepartment,TechnicalDepartment,SequentialClassifier
243,on at approximately xxxx i drove through the drivethru banking section of chase bank at address  xxxx xxxx xxxx xxxx xxxx xxxx xxxx il xxxx i deposited a check from xxxx for an insurance payout on my home of after checking for close to a week no deposit has been made although i am seeing the status as cleared from xxxx xxxx payment details method of payment check xxxx nature of pay payment under dwelling coverage less deductible less recoverable depreciation breakdown insd dwelling dwellingstructure  i was passed around on hold for over an hour today and then informed that there is no evidence of a deposit and i would have to go into a nearby branch i visited the branch where i made the deposit at  listed above  and was told they had no evidence of the deposit,0,UserID486,Ticket487,SalesDepartment,SalesDepartment,LogRegClassifier
244,"at around xxxx on xxxxxxxx i checked my account balance and it was at  i made a deposit into my account which brought my balance to by xxxx my account had been charged a late fee for a charge when i spoke with the bank they said the charge was at my account on the xxxx but that charge was not on my account nor was it pending on the xxxx 

the bank has also said their policy is that if your account if overdrawn if the funds are replaced by xxxx there will be no fee but my account did not show that it was overdrawn on the xxxx so i had no idea there were funds that needed to be replaced the bank processed the the charge and their fee at the same time giving me no opportunity to rectify the account",4,UserID488,Ticket489,FinanceDepartment,FinanceDepartment,SVMClassifier
245,i have not been able to open an account with any banks due to inaccurate fraud statements from reported from xxxx xxxx xxxx im a victim of fraud my identity was stolen since the year of as a xxxx year old looking to start a business i need an bank account and fraud identity that was stolen from my old bank jpchase bank is inaccurate,0,UserID490,Ticket491,SalesDepartment,SalesDepartment,SVMClassifier
246,i purchased plane tickets through xxxx xxxx and they completely scammed me out of xxxx  i purchased xxxx  flight insurance in case i needed to cancel our change my flight which on the website said cancellations were covered the day before i got really sick and couldnt fly for hours i tried to cancel and they said that i would have to pay xxxx  and that my insurance doesnt cover cancellations but it actually did i purchased a full round trip ticket weeks later was supposed to be my return flight but because i never took the flight there nor was i offered an alternative solution besides ripping me off for more thousands of dollars they cancelled my return flight and still did not refund my money i never flew with this airline my insurance covered nothing and i feel scammed i filed a claim with my bank  chase  and they have not helped nor ruled in my favor they have not offered me partial refund or anything for that matter i am so upset because this company portrays false information i also xxxx   the company and this is not an isolated situation they have done this to others xxxx xxxx check the reviews im not the only person this has happened to xxxx xxxx xxxx,4,UserID492,Ticket493,FinanceDepartment,FinanceDepartment,LogRegClassifier
247,xxxx xxxx xxxx on has an inquiries that i did not request or apply for a car loan threw them on i have also filed a complaint with the us attorney office in regards to the matter of an fraud credit inquiries and proof from xxxx xxxx xxxx to show documents and my signature for a such loan,3,UserID494,Ticket495,TrashDepartment,TrashDepartment,SVMClassifier
248,on xxxxxxxx early in the morning my cell phone and debit card were stolen in xxxx indiana between xxxx my debit card and iphone were used for over in fraudulent charges i realized on xxxxxxxx that my phone online account and debit card had been compromised and immediately reported it to chase they opened a series of claims but only credited of the claims several weeks later all of the claims came back  closed  saying  we found that the transaction was processed correctly or was authorized  after another attempt at filing claims through chase s customer claims department i went to my branch manager who opened claim number xxxx on xxxxxxxx was credited back to my account on xxxxxxxx i received a letter saying  we found that the transaction was processed correctly or was authorized  and on xxxxxxxx the amount of xxxx was removed from my account i reached out to the customer claims department and they said they would not investigate any further and i have not heard back from my branch manager,1,UserID496,Ticket497,TechnicalDepartment,TechnicalDepartment,LogRegClassifier
249,"on went to chase manhattan bank at xxxx xxxx xxxx in xxxx   xxxx xxxx ny xxxx and used my xxxx debit card to withdraw from the atm machine at chase bank at xxxxxxxx xxxx 
i received a receipt stating  we are unable to give you cash right now call xxxx could not get through after a few tries went to someone in bank and they said they were having problems with the atm machine and a notice should have been posted on the machines but was not at that moment was removed from my xxxx account 
told by chase  not our problem you did not use your chase card  must file a complaint with xxxx and it can take a few weeks to get resolved 
again  attempted to get cash  atm not working  confirmation that no cash could be dispensed and yet took out of my account at the same time who pays me or xxxx for the amount of time it is taking to resolve this",0,UserID498,Ticket499,SalesDepartment,SalesDepartment,LogRegClassifier
250,"i have been looking for a home to purchase since xxxxxxxx i contacted chase on  xxxxxxxx and xxxx xxxx contacted me on xxxxxxxx it has been a great deal of work to find a house that was a match for us xxxx xxxx contacted me one via telephone and twice via email he also send me a couple of automated marketing emails i was trying to get qualified he did send me a prequalification letter  however after that he did not contact me i then applied online and contacted chase mortgage directly i then started communicating with xxxx xxxx he sent me an updated prequalification letter then on xxxxxxxx xxxx sent me an updated prequalification letter approved for a loan of xxxx called me around xxxxxxxx indicating that i need more assets than i had i then explained to him that my expenses against my assets were in part for my son s expenses i sent a copy to xxxx xxxx ceo after this chase was still pussyfooting around i finally went with another lender i had received a calledvoice mail from chase executive office on xxxxxxxx xxxx i called her back times and then she called me back and said she was going to evaluate the situation escrow was already to get started but chase did not call me back i called someone else i was tired of chase touch and go attitude then on xxxxxxxx xxxx calls me back and tells me chase mortgage denied my loan i tried to go with chase because i have accounts with chase and over years of history i had already been qualified by other lenders and my credit score was xxxx at the time and have rate of making payments on time  therefore the only reason chase turned me down was due to discrimination since  chase did not have a valid reason to turn me down and had told me i had been qualified  however out of the blue  moon xxxx tells me i had been turned down  when i had not even been working with her for sure  im changing all my accounts to another bank both personal and business chase has dozens of website links with thousands upon thousands of complaints and several pending lawsuits and several that chase have lost the xxxx xxxx xxxx even sent me an application to apply for discrimination in addition  there is a website  xxxx with complaints dated as early as xxxxxxxx 
 xxxx  xxxx xxxx  xxxx  xxxx  xxxx  xxxx  xxxx  xxxx  xxxx xxxx pays  xxxx to settle mortgage discrimination lawsuit https  xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxxxxxx xxxx pays  xxxx xxxx settle mortgage discrimination lawsuit the us said the bank overcharged  thousands  of xxxx xxxx borrowers  
chase  co alleging the bank jpmorgan chase settles workplace discrimination suit for  
xxxx xxxx xxxx xxxxxxxx xxxx xxxx xxxx xxxx has agreed to pay six current and former employees xxxx in a settlement for xxxx discrimination the deal includes the chase bank sued for discriminating   we are mit https  wearemitucommituworldlargest bank intheusaccusedofdiscriminating  
xxxxxxxx in one of its final moves the obama administration hit jpmorgan chase  co with a onetwo punch in the form of two discrimination lawsuits  one for discriminating against xxxx and xxxx mortgage borrowers and another for discriminating against their author  xxxx xxxx jpmorgan chase forced to face pay discrimination lawsuit  
xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx  xxxxxxxx jpmorgan chase  co is being forced to face a us labor discrimination lawsuit alleging the banking company knowingly paid its female jp morgan settles mortgage discrimination lawsuit xxxx the  
xxxx xxxx xxxx xxxx xxxxxxxx lawsuit  discrimination   
xxxxxxxx on wednesday the us attorney for the southern district of new york xxxx xxxx filed a lawsuit against xxxx xxxx xxxx alleging that the bank author  xxxx xxxx xxxx",2,UserID500,Ticket501,TrashDepartment,TrashDepartment,SVMClassifier
251,"early xxxxxxxx  received an unsolicited invitation from unitedchase to apply for a credit card indicating that  with this invitationonly offer youll enjoy a introductory annual fee for the first year then early xxxxxxxx  i applied for the card with the believe that there would be no first year annual fee 

received an email stating  congratulations we have approved your request for a chase credit card  on or about received first billing statement from chase with a balance of for  fees charged  contacted chase via phone opened an online account and sent them a  secure message  with a snapshot of the the introductory annual fee invite they had sent to me chase responded that they had received the inquiry and were forwarding it along to the  appropriate  people eight days later with no response from chase i reached out to chase a time chase responded with   
 i regret we are unable to match the no annual fee offer that you inquired about the offer on your account will remain as xxxx bonus miles after you spend on purchases in the first three months from account opening we apologize for any inconvenience caused due to this 

i reached out to chase once again and requested they reevaluate their decision to decline the introductory annual fee chase s response   we reevaluated your account and see your account isnt eligible for the new offer you requested with the first year no annual fee  by the way  my husband received the exact same invitation from chase applied for and received his own credit card his statement as expected did not have the annual fee was this discrimination on chase s part",4,UserID502,Ticket503,FinanceDepartment,FinanceDepartment,LogRegClassifier
252,"we took a xxxx xxxx loan on our home in xxxx fell behind in xxxx have gone through many many many hoops trying to get help from them since xxxx when my husband passed away only to be denied we have paid over xxxx dollars a month for years to them  chase is now foreclosing they have collected over xxxx xxxx dollars in the last years and are saying we still owe them xxxx xxxx dollars 
they say in their foreclosure complaint that the last payment was xxxxxxxx  my last payment was made in xxxx of xxxx 

how can this be how can they do this to people",2,UserID504,Ticket505,TrashDepartment,TrashDepartment,SVMClassifier
253,jp morgan chase bank an individual or group of individuals have accessed sensitive information and are now calling in to document fake reports on my name and have blocked me out of my checking account its a collective group of individuals doing a mass fraud scheme and have simply targeted me for whatever hateful and spiteful reasons,0,UserID506,Ticket507,SalesDepartment,SalesDepartment,SVMClassifier
254,"hi the attachment documents definitely dont verify the debt on documentation with chase and it doesnt make sense how can i settled the account on xxxxxxxx but it was charged off on xxxxxxxx no way this can be validated method of verification or proof of required documentation 

on xxxxxxxx i wrote to them this below   

chase credit card services attn  consumer dispute xxxx xxxx xxxx xxxx de xxxx  xxxx  xxxx re  acct  xxxx it shows repetitive and multiple kd statement which makes the report inaccurate and a violation please update accordingly or remove this account from my credit report your agency has  co  listed several times on my credit report which is a major violation of the fcra also it shows repetitive and multiple kd statement which makes the report inaccurate and a violation please update accordingly or remove this account from my credit report 

dear manager  i am requesting this investigation under the authorization of the fair credit reporting act section a   ability of consumer to dispute information directly with the furnisher 

what i am disputing  the account you have reported to the three credit bureaus my basis for this dispute is that i have no knowledge of this account 

if you wish to send me documentation that you will remove this account from my credit report that is all i will require 

otherwise please provide me with your documentation showing that this account does indeed belong to me 

please send me copies of the contract used to establish the account with my signature on it 

pursuant to the above referenced title section  e   i will expect a written reply within the required day timeframe 
sincerely yours xxxx",3,UserID508,Ticket509,TrashDepartment,TrashDepartment,SVMClassifier
255,xxxxxxxx my information was used did not allow my information to be shared theres no open account xxxx xxxx xxxx tx xxxx  xxxx  xxxx xxxxxxxx xxxx xxxx xxxx my information was used did not allow my information to be shared theres no open account xxxxxxxx jpmcb my information was used did not allow my information to be shared theres no open account,0,UserID510,Ticket511,SalesDepartment,SalesDepartment,SVMClassifier
256,on our family was at xxxx xxxx in xxxx and someone stole my wallet i was unaware it was taken until my husband and myself were notified of some large charges made on our credit cards via text messaging on we responded to the text messages by stating no these charges were not authorized the chase southwest card was one of the cards that sent a text as well and they were called immediately after they sent the notification and they were told the card was stolen and stated the charges were not authorized and to close the account i had three cards in my wallet my id health insurance cards etc were taken we contacted all three credit card companies that had been take we closed al three credit card accounts as as our our bank and checking accounts i filed a police report and had to get a new id as well the unauthorized charges were processed at xxxx xxxx stores in the xxxx area two of the three cards did send letters stating they did see these charges were not authorized and they credited our account chase southwest is stating they will not credit our account and they find these charges valid after they reviewed our account i have provided information several times to chase southwest card services on many occasions as they would not tell us what they needed up front  we provided all documentation requested to chase southwest to prove these were fraudulent charges  chase card service has a copy of our time cards police report and our id s as well as other letters from the other credit card companies that stated they have found these charges as fraudulent and nothing has seemed to help them see these charges were not valid we have contacted an attorney which wrote a letter on our behalf requesting they re consider the decision made as we have provided them with several documents to prove we did not authorize these charges and could had not possibly made these charges as we were at work we are asking for help in this matter as we have been advised from our attorney file a formal complaint against chase southwest please find attached documents we have sent to chase southwest on many occasions as documentation the charges are charges that we did not authorize the only response we have received since the attorney sent the letter  second time it was sent  was a copy of our statement which had nothing to do with what the attorney had requested and no letter was attached,4,UserID512,Ticket513,FinanceDepartment,FinanceDepartment,SequentialClassifier
257,"on xxxxxxxx i purchased a bluetooh headphone in xxxx xxxx s inflight store as i traveled on one of their planes i received the item near the end of the flight as passengers were disembarking which was not an issue as i was not planning on using it while on the flight anyways 

upon returning home and opening the item i discovered that it was defective such as headphones not connecting sound only coming out of one or the other ear sound having lots of static these issues were consistent when using the headphone on multiple devices 

i attempted to reach out to the merchant but from my research my understanding is that the airline is based in xxxx and their main call center is in xxxx i endured long wait times  minutes  hour  and got xxxx speaking representatives i would have to hang up and call again to try and reach an english speaking representative when i finally got in touch with one i was simply told that their policy does not allow returns 

this is in contrast to us consumer protection laws and visa s card processing guidelines clearly in xxxx a costumer should be able to receive a refund for a purchased item that is defective 

it is under these circumstances that i reached out to chase and initiated a dispute i gave them the same explanation and context that i had made multiple attempts to work with the merchant and was not given a resolution 

a summary of the next events  xxxxxxxx  chase digitally sends a letter from the merchant with an email address and xxxx phone number for me to contact them for resolution i was told this letter would be under my statements but did not find it there 

around xxxx  xxxx a chase representative gets back in touch with me and ask me to try looking for the letter in different areas of their website after trying several different areas of the website i found the letter i explained my concern that i had already tried calling the merchant and did not get a resolution i asked if the merchant does not respond does that give me grounds to continue with the dispute and if so what is the last date to continue the dispute xxxx answered affirmatively that certainly if the merchant is nonresponsive then we can continue with the dispute with the deadline being xxxxxxxx 

xxxxxxxx  i email the merchant at the email address provided to me and explain i am looking for a resolution the merchant does not reply 

xxxxxxxx  xxxx calls me again and i explain that the merchant has not replied to my email xxxx provides me with a chase email address to forward my email to her as evidence i comply with her request exactly as she states 

xxxxxxxx  today xxxx called me and informed me that she received the email i sent her that she requested however because i made this purchase inperson i had the opportunity to inspect the item and thus i did not have the right to dispute the charge 

that reasoning does not sound valid to me there are millions of inperson purchases each day especially with electronics even if you purchase it in person you may not be able to confirm that it is working if i purchase an video game console would i demand that the merchant allow me to connect it to their tv and electric outlet in order to test that it is in good working order in my case i made this purchase inflight near the end of the flight many times while in the air we are instructed to put our phones away and i had no intention of using this new item while on the flight i have never been instructed to verify the condition of an inpurchase item otherwise i would lose my right to a refund 

when i asked xxxx which specific chase policyguideline stated that i had to inspect an inperson purchase otherwise i would lose my right to a dispute she said it was not a chase policyguideline 

i then asked xxxx since it is not a chase policyguideline it must be a visa policy and asked her to identify which specific policy it is xxxx said she can not tell me which policy it is but that i am free to look it up myself 

this is contrary to every experience i have had with disputes banks are not prevented from telling their cardholders visa s policies as those are the policies that they must follow in fact the opposite is quite true banks must be transparent about the visa policies that they are beholden to and must follow 

it appears that perhaps a mistake was made by xxxx and after i provided her with the email she did not continue with the dispute as she should have now that the deadline is passed she is unable to continue the dispute and has to find a reason to reject my dispute 

under visa guidelines there are time limits to when a costumer can seek a dispute for a resolution i have worked with xxxx in good faith to resolve this and provided all the information she requested in the time frames she has requested them i have upheld my responsibilities as the cardholder and customer and xxxx while acting as chase s representative did not",4,UserID514,Ticket515,FinanceDepartment,FinanceDepartment,LogRegClassifier
258,xxxx and chase keep charging me i quit xxxx i mailed stuff to people and they just xxxx you and keep biling you xxxx is a xxxx company and chase took bail out cash they are greedy,4,UserID516,Ticket517,FinanceDepartment,FinanceDepartment,SVMClassifier
259,"xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx ca xxxx executive office mail code xxxx xxxx xxxx xxxx xxxx oh xxxx case ref  xxxx  cfpb xxxx xxxx xxxx i received responded latter from i submit complain though cfpb 
today  i went xxxx xxxx and given paper check  xxxx amount of xxxx has been declined 
seven digit dined reference  xxxx i am already tired with dealing with issue and i am going to serious legal action soon please fix this issue as soon as possible 

please approve debit card as soon as possible 


thank you xxxx xxxx xxxx xxxx",1,UserID518,Ticket519,TechnicalDepartment,TechnicalDepartment,SequentialClassifier
260,i cant open any account with any bank i dont know why they said something about check systems but every time i asked for a report i seem to not get it or be blocked i dont know why i would be on check systems on the first place i need help please,0,UserID520,Ticket521,SalesDepartment,SalesDepartment,LogRegClassifier
261,"i have noticed that when i make payments chase withholds some of the money from my available credit making that withheld amount unavailable to me 

in this situation as of today i have a credit to my account meaning i should have in available credit less any pending charges i have in pending charges as a result i should have in available credit 

but i dont i only have in available credit  when contacted to find out why chase states that my last payment of had not posted to the account  but in fact their online banking website for my account shows this payment posted yesterday when i tried to explain that i needed to pay a bill with the full that i rightfully should have  i was told that id have to wait more days to speak with someone about it and was hung up on by xxxx xxxx of xxxx xxxx when i tried to understand why there was a descrepancy with what i should have in available credit and what they are allowing me",2,UserID522,Ticket523,TrashDepartment,TrashDepartment,LogRegClassifier
262,i am a real estate attorney in massachusetts jp morgan chase provided me with an incorrect mortgage payoff statement this has resulted in financial and legal harm to both my client and myself the payoff statement was issued the payoff number was good through the bank received payment in full  on i received a call from xxxx xxxx xxxx from the bank s xxxx xxxx department on she left a message saying that the payoff statement was incorrect because the bank made a homeowners insurance payment on xxxxxxxx and there were insufficient funds in the borrower s escrow account xxxx xxxx is now demanding payment of an additional by xxxxxxxx or interest will begin to accrue on the loan and the mortgage discharge will not be processed i am now forced to pay for the bank s negligence and my client s ownership of the property is being threatened by a loan that was paid in full on xxxxxxxx,2,UserID524,Ticket525,TrashDepartment,TrashDepartment,SVMClassifier
263,they keep charging overdraft fees on top of more fees the first charge was an bank error twice in one week is a bit much they barely give u a day to pay it back  eg letting a check clear of other money services  they post charges when they want to catch you in fees i want to pay the bank the i owe them they charge fees on top of fees its a cat and mouse game with a finical institute,4,UserID526,Ticket527,FinanceDepartment,FinanceDepartment,LogRegClassifier
264,from xxxx xxxx xxxx i have been charged nine non sufficient funds fees totalling caused initially by an automated student loan payment i didnt realize would hit the account when i received a second non sufficient funds fee of for a balance at negative in my account i went into the back and asked them to waive the second fee to get my account back on track  at that point with the fee the account was  but they refused a spiral has happened since i have since had fees accumulate with fees upon fees the fees have been more than the overdraft at this point i would like a credit to my account for i have been depositing my daily wages every day but the fees are too much to overcome,4,UserID528,Ticket529,FinanceDepartment,FinanceDepartment,SVMClassifier
265,"sometime mid xxxxxxxx my email was hacked which exposed my chase credit card  xxxx xxxx xxxx accounts there have been unauthorized transactions in both 
i reported it to a chase bank customer representative in xxxx ca  mr xxxx xxxx  
two of the transactions on xxxxxxxx were refunded 

a letter dated xxxxxxxx indicated the two transactions on xxxxxxxx  were deemed i was responsible of the mercahnt name for both transactions was xxxx one was for the other the reason given by chase for saying that i was responsible was  you received credit from this transaction",4,UserID530,Ticket531,FinanceDepartment,FinanceDepartment,LogRegClassifier
266,i got offers from chase for credit cards and accepted all of them was approved for all in xxxx of and then they said we have to close your account because thats to many accounts that have been approved which is insane because they are the ones that offered it and now have ruined my credit because i have closed accounts showing in my credit report and other banks look at me as high risk because of this issue this bank has caused me i have documentation requesting for investigation and still they dont care about it provided me with a number you cant talk to no one because it asks for an extension and they wont provide it its like they are doing it on purpose and charging me for an annual fee for a card i never used or was activated because they closed the account before even receiving it,1,UserID532,Ticket533,TechnicalDepartment,TechnicalDepartment,SequentialClassifier
