,books,clusters,embedding1,embedding2
3615,book:Samaritan_(novel),cluster1,0.97978806,0.17750213
3616,book:Armadillo_(novel),cluster2,0.5786278,0.8315753
3617,book:Sweet_Thursday,cluster3,-0.41158772,-0.76865464
3618,book:The_Accidental_Billionaires,cluster3,-0.9300676,-0.3317724
3619,book:Ruling_Passion,cluster4,-0.62122077,1.2094138
3620,book:With_a_Tangled_Skein,cluster1,0.7736559,-0.11470974
3621,book:Imede_saar,cluster1,2.0900862,-0.47005135
3622,book:The_Cat_in_the_Hat,cluster0,0.45887306,-0.5095991
3623,book:A_Message_to_Garcia,cluster0,0.6747951,-0.72259533
3624,book:The_Brunist_Day_of_Wrath,cluster5,0.16387375,0.22580189
3625,book:Ideal_(novel),cluster0,0.4824266,-0.2961273
3626,book:First_Test,cluster3,-1.2136681,-0.05147194
3627,book:Midnight_Whispers,cluster0,0.37649357,-0.38401198
3628,book:Mr._Peabody's_Apples,cluster3,-0.9490958,-0.18862876
3629,book:Atticus_(novel),cluster1,1.5904067,0.2712534
3630,book:The_Elves_of_Cintra,cluster0,0.39918736,-0.232028
3631,book:Ten_Things_I_Hate_About_Me,cluster5,-0.8351017,0.011631837
3632,book:Khasakkinte_Itihasam,cluster1,0.94614786,0.10083648
3633,book:A_Foreign_Policy_of_Freedom,cluster3,-0.92861444,0.015911615
3634,book:The_Idea_of_the_Good_in_Platonic-Aristotelian_Philosophy,cluster1,2.1102753,-0.25309405
3635,book:Prometheus_Rising,cluster0,0.2289081,-0.22435229
3636,book:Still_Time_(book),cluster3,-0.5784606,-0.34362677
3637,book:The_Cat's_Table,cluster4,-0.78605014,0.8831072
3638,book:Planisphere_(poetry_collection),cluster0,0.6134109,-0.52912503
3639,book:Beyond_the_witch_trials,cluster4,-0.5035044,1.0193567
3640,book:The_Poisoner's_Handbook,cluster3,-0.81056345,-0.15686145
3641,book:The_Adventures_of_Una_Persson_and_Catherine_Cornelius_in_the_20th_Century,cluster4,-0.76738816,0.7798953
3642,book:The_Autograph_Man,cluster2,1.0302569,0.938244
3643,book:The_Night's_Dawn_Trilogy,cluster5,-0.4715215,0.22380807
3644,book:Bu_Bu_Jing_Xin,cluster5,0.30637833,0.18022035
3645,book:Stories_of_Your_Life_and_Others,cluster3,-1.1990056,-0.4493894
3646,book:Boogiepop_Returns:_VS_Imaginator_Part_2,cluster1,0.9436843,-0.23281509
3647,book:Ingo_(novel),cluster4,-0.6176194,1.0893695
3648,book:Veronika_Decides_to_Die,cluster1,0.97472507,0.05811168
3649,book:Angels_and_Visitations,cluster3,-0.7600503,-0.07262852
3650,book:Job:_A_Comedy_of_Justice,cluster3,-1.1366881,-0.1258086
3651,book:Williwaw_(novel),cluster0,0.511889,-0.5078408
3652,book:Pronto_(novel),cluster1,0.9906908,-0.13502523
3653,book:Arabi_Ponnu,cluster1,1.4496187,-0.29235116
3654,book:Nuclear_Terrorism:_The_Ultimate_Preventable_Catastrophe,cluster1,1.8014243,-0.6116929
3655,book:Jack_(Robinson_novel),cluster3,-1.0288849,-0.09879737
3656,book:%22L%22_Is_for_Lawless,cluster0,0.4844753,-0.5354363
3657,book:Fear_and_Trembling_(novel),cluster0,0.70700073,-0.034359977
3658,book:The_Human_Division,cluster0,0.16585615,-0.2953793
3659,book:Tripmaster_Monkey,cluster3,-0.5193352,-0.89966667
3660,book:Tinker_Tailor_Soldier_Spy,cluster4,-0.64155626,1.2036458
3661,book:Berlin_Game,cluster2,0.71922064,0.8004904
3662,book:The_Fortune_of_War,cluster2,0.807828,0.89298564
3663,book:Allen_Drury's_University_series,cluster0,0.5500898,-0.6368359
3664,book:The_Infinitive_of_Go,cluster4,-0.9394495,0.57031107
3665,book:The_Nurture_Assumption,cluster3,-0.74332255,-0.34816182
3666,book:The_Last_Colony,cluster0,0.25184625,-0.43465188
3667,book:Generation_%22П%22,cluster5,-0.7516823,0.17547435
3668,book:Haunted_(Angel_novel),cluster0,0.26989913,-0.15261343
3669,book:Peace_(novel),cluster1,0.76581615,0.13546033
3670,book:Here_on_Earth_(novel),cluster3,-1.0113332,-0.16785803
3671,book:The_Masterharper_of_Pern,cluster0,0.36542016,-0.5585836
3672,book:Shame_(Rushdie_novel),cluster2,0.6891233,0.845149
3673,book:Bottled_in_Blonde,cluster0,0.36746264,-0.48880383
3674,book:Me_and_the_Spitter,cluster5,0.1764667,0.3525465
3675,book:Tony_and_Susan,cluster1,2.0419314,-0.38785616
3676,book:Music_of_a_Life,cluster0,0.53142434,-0.1765717
3677,book:Mort,cluster0,0.57840025,-0.06325642
3678,book:All_American_Boys,cluster0,0.5952538,-0.56364244
3679,book:The_Reverse_of_the_Medal,cluster4,-0.8559054,1.0606079
3680,book:Cain's_Jawbone,cluster2,1.3198242,1.0410782
3681,book:Sweets_and_Other_Stories,cluster3,-0.78323305,-0.3320963
3682,book:A_Game_of_Authors,cluster0,0.3259532,-0.4238414
3683,book:Stranger_in_a_Strange_Land,cluster0,0.2362504,-0.24274032
3684,book:Turtle_Geometry,cluster5,-0.45600194,-0.018791698
3685,book:The_Reign_of_Quantity_and_the_Signs_of_the_Times,cluster1,1.3253119,0.033102818
3686,book:Conan_the_Renegade,cluster0,0.39165705,-0.4970161
3687,book:Heart_Songs,cluster3,-0.96920663,-0.032901973
3688,book:Gloriana_(novel),cluster4,-0.8900303,0.72543585
3689,book:Eastern_Standard_Tribe,cluster5,-0.96917635,0.26200706
3690,book:Silent_Invasion_(book),cluster1,1.1153238,0.014934029
3691,book:Rain-charm_for_the_Duchy,cluster4,-0.8295402,0.7813006
3692,book:Tuck_Everlasting,cluster0,0.4890378,-0.5770997
3693,book:Vile_Bodies,cluster4,-0.5620765,1.121328
3694,book:Horowitz_Horror__More_Horowitz_Horror__1,cluster1,1.6128315,0.26115417
3695,book:The_Other_Side_(novel),cluster1,0.8707671,0.16362324
3696,book:The_Voyage_of_the_Dawn_Treader,cluster2,0.689718,0.83461887
3697,book:Wasteland_(novel),cluster0,0.5176483,-0.592601
3698,book:CV_(novel),cluster0,0.25609154,-0.5718635
3699,book:Sarny_(novel),cluster0,0.3552643,-0.3342657
3700,book:Beaches_(novel),cluster0,0.53601223,-0.3631679
3701,book:Children_on_Their_Birthdays_(short_story),cluster1,1.1712763,-0.1508693
3702,book:Wayfarer_Redemption,cluster1,1.0070344,0.05721411
3703,book:The_White_Tiger_(Adiga_novel),cluster1,1.058414,-0.26405057
3704,book:A_Presumption_of_Death,cluster4,-0.6528221,1.1854819
3705,book:When_the_Lion_Feeds,cluster1,1.412839,0.111161776
3706,book:The_Dying_Animal,cluster0,0.7002222,0.122767106
3707,"book:Not_After_Midnight,_and_Other_Stories",cluster5,-0.5406259,-0.2261219
3708,book:The_Right_Attitude_to_Rain,cluster2,0.6484434,0.9124976
3709,book:Under_the_Dome_(novel),cluster3,-0.8646122,-0.2932009
3710,book:Rosalind_Franklin:_The_Dark_Lady_of_DNA,cluster2,1.5990337,1.2018538
3711,book:Whipping_Star,cluster3,-1.209797,-0.26181164
3712,book:Magic_(novel),cluster3,-1.1091809,-0.27635184
3713,book:First_Among_Equals_(novel),cluster4,-0.90398616,1.0279928
3714,book:And_Another_Thing..._(novel),cluster2,0.49013516,0.6932745
3715,book:Christmas_Eve_at_Friday_Harbor,cluster5,0.17572187,0.29143134
3716,book:A_Yellow_Raft_in_Blue_Water,cluster0,0.7121602,-0.2743013
3717,book:Lovecraft:_A_Biography,cluster0,0.21641397,-0.20311223
3718,book:The_Great_Betrayal:_The_Memoirs_of_Ian_Douglas_Smith,cluster2,1.5159478,1.2435603
3719,book:Rõõmulaul,cluster0,-0.08081952,-0.118724175
3720,book:TekWar_(novel),cluster3,-0.8192681,-0.64660925
3721,book:The_Falcon_at_the_Portal,cluster0,0.52480644,-0.61699635
3722,book:Out_of_Oz,cluster0,0.30368963,-0.15267092
3723,book:The_Dragonfly_Pool,cluster5,-0.79207295,0.3689918
3724,book:Tandia,cluster5,-0.608978,0.056942888
3725,book:The_Internet_Galaxy,cluster1,1.4317977,0.1734645
3726,book:Tales_from_the_Expat_Harem,cluster1,1.2447406,-0.17253715
3727,book:%22J%22_Is_for_Judgment,cluster1,0.85059524,-0.076813415
3728,book:Letter_to_a_Child_Never_Born,cluster5,0.16928864,0.2325939
3729,book:Android_Karenina,cluster3,-0.8726665,-0.5017062
3730,book:Interview_with_History,cluster1,1.0804522,0.0382797
3731,book:Friday_(novel),cluster0,0.24862786,-0.40334082
3732,book:Critique_of_Dialectical_Reason,cluster5,-0.23183882,-0.10986697
3733,book:Chewing_Gum_(novel),cluster4,-0.22061014,1.1307437
3734,book:The_Gladiator_(Scarrow_novel),cluster2,0.72153914,0.94798076
3735,book:Alikhit,cluster1,1.3727292,0.16389398
3736,book:The_Queen_of_the_Damned,cluster3,-1.33744,-0.16427867
3737,book:Whose_Justice%3F_Which_Rationality%3F,cluster1,2.0590978,-0.16741833
3738,book:The_Rape_of_Nanking_(book),cluster0,0.5073578,-0.51091456
3739,book:Elements_of_International_Law,cluster5,0.4839011,0.022498213
3740,book:Reconstruction:_America's_Unfinished_Revolution_-_1863-1877,cluster0,0.738645,-0.9759879
3741,book:The_Gallows_Bird,cluster1,1.3193164,-0.0003203012
3742,book:Death_in_Little_Tokyo,cluster5,-0.5358675,0.45506585
3743,book:Whispering_Nickel_Idols,cluster3,-1.2205133,0.069371685
3744,book:Dead_Air_(novel),cluster2,0.62122124,0.3351226
3745,book:A_Course_of_Pure_Mathematics,cluster1,1.9578134,-0.5453172
3746,"book:Time's_Arrow,_Time's_Cycle",cluster0,0.5040033,-0.36715987
3747,book:Radix_(novel),cluster0,0.4743018,-0.6425916
3748,book:The_New_Cool_(book),cluster3,-1.1171708,-0.20779365
3749,book:A_Short_History_of_Nearly_Everything,cluster5,-0.7666726,0.4724663
3750,book:Letters_to_Felice,cluster0,0.5218823,-0.6124621
3751,book:The_Dark_Tower_IV:_Wizard_and_Glass,cluster0,0.1968681,-0.32614213
3752,book:Never_Cry_Wolf,cluster1,0.7808468,0.31774157
3753,book:Virtual_World_(novel),cluster4,-0.95964736,0.7562539
3754,book:Artful_(novel),cluster1,1.8521533,0.47601536
3755,book:South_Pacific_(novel),cluster3,-1.1164459,0.040643334
3756,book:Moon_Mirror,cluster0,0.32510194,-0.4162713
3757,book:A_Confusion_of_Princes,cluster0,0.34611583,0.04037779
3758,book:Feet_of_Clay_(novel),cluster5,-0.5645386,0.31324035
3759,book:State_of_Emergency_(book),cluster3,-0.7960135,-0.2794028
3760,book:Shanghai_Baby,cluster5,-0.2769805,0.40643397
3761,book:Nerilka's_Story,cluster0,0.28113726,-0.32821384
3762,book:The_Middle_East_Bedside_Book,cluster1,1.4544954,-0.40168676
3763,book:The_Charm_School_(novel),cluster1,1.3500305,-0.0035427792
3764,book:The_Wiki_Way,cluster1,2.9410446,-0.39866602
3765,book:Where_Are_You_Now%3F_(novel),cluster0,0.46564567,-0.2750184
3766,book:The_Sovereignty_of_Good,cluster4,-0.19103675,1.1533403
3767,book:Heroes_for_My_Daughter,cluster3,-1.0965092,-0.13477923
3768,book:Cerberus:_A_Wolf_in_the_Fold,cluster0,0.34673598,-0.49270383
3769,book:Footprints_on_Sand,cluster3,-0.9786452,-0.64227164
3770,book:Trigger_Mortis,cluster2,0.6688642,0.8267613
3771,"book:Mark_Coffin,_U.S.S.",cluster3,-0.87824494,-0.37946418
3772,book:Four_Moons_of_Darkover,cluster3,-1.2168411,-0.25337195
3773,book:Verbal_Behavior,cluster0,0.7748141,-0.86156183
3774,book:SF12_(Judith_Merril_anthology),cluster0,0.38890243,-0.4796496
3775,book:The_Aquariums_of_Pyongyang,cluster0,0.75212663,-0.3356783
3776,book:The_Peaceful_Pill_Handbook,cluster3,-0.88300365,-0.34417886
3777,book:Walking_Shadow,cluster0,0.5186068,-0.60753816
3778,book:Dawkins'_God,cluster5,-0.5272293,0.008201837
3779,book:The_Bears'_Famous_Invasion_of_Sicily,cluster5,-0.578161,0.24490488
3780,book:A_Place_in_the_Country,cluster5,0.13247056,0.31228998
3781,book:American_Creation,cluster0,0.37944296,-0.36166054
3782,book:Owls_to_Athens,cluster0,0.34553704,-0.1659471
3783,book:The_Lazarus_Heart_(novel),cluster3,-0.9410469,-0.27136284
3784,book:Cloud_Busting,cluster4,-0.4835332,0.9814122
3785,book:Jimmy_the_Hand_(novel),cluster3,-1.358644,-0.5213434
3786,book:The_A.B.C._Murders,cluster4,-0.60243577,1.3002731
3787,book:Father_of_Frankenstein,cluster1,1.2963886,-0.024845991
3788,book:The_Sea_of_the_Ravens,cluster0,0.3836393,-0.1414184
3789,book:The_Road_Ahead_(Gates_book),cluster0,0.5895428,-0.7186148
3790,book:The_Tommyknockers,cluster0,0.4575066,-0.7730008
3791,book:All_the_Rage_(novel),cluster3,-0.88373494,-0.2881313
3792,book:Secrets_of_the_Morning,cluster0,0.3197651,-0.37568197
3793,book:Capable_of_Honor,cluster3,-0.8997961,-0.2895618
3794,book:One_Man's_Chorus:_The_Uncollected_Writings,cluster1,0.9015923,0.219951
3795,book:Distrust_That_Particular_Flavor,cluster1,0.7004628,0.2115864
3796,book:Naked_Lunch,cluster0,0.6080755,-0.25815937
3797,book:The_Surrender_Tree:_Poems_of_Cuba's_Struggle_for_Freedom,cluster0,0.57311463,-0.68078893
3798,book:Postern_of_Fate,cluster4,-0.84238964,1.0649675
3799,book:Being_There_(novel),cluster5,-0.36383098,0.1356875
3800,book:The_Call_of_the_Toad,cluster1,1.0153872,0.014213684
3801,book:Towards_Zero,cluster3,-0.88253623,0.26281407
3802,book:The_Fallen_Man,cluster1,1.1169556,-0.086834334
3803,book:Coraline,cluster2,0.2566485,0.58722085
3804,book:The_Andalite_Chronicles,cluster0,0.53747684,-0.72945666
3805,book:Forty_Signs_of_Rain,cluster0,0.2845441,-0.38459247
3806,book:Initiation_Into_Hermetics,cluster1,0.91903424,-0.09330715
3807,book:The_Freak_Show_(anthology),cluster2,0.4371391,0.6516935
3808,book:Grenki_med,cluster1,2.2601466,0.04746472
3809,book:The_Protector's_War,cluster3,-1.2318889,-0.09972019
3810,book:The_Third_Mind,cluster3,-1.0730509,-0.4360088
3811,book:The_Dark_Tower_VII:_The_Dark_Tower,cluster3,-1.2158985,-0.38698578
3812,book:A_River_Runs_Through_It_(novel),cluster0,0.747132,-0.79902303
3813,book:Destination:_Void,cluster0,0.28769135,-0.4578914
3814,book:Prefaces,cluster1,1.3622195,-0.042556584
3815,book:Energy_Victory,cluster3,-0.9807673,-0.13757572
3816,book:Reality_and_Dreams,cluster4,-0.6641532,1.1587597
3817,book:Life_and_Death_Are_Wearing_Me_Out,cluster1,1.0783776,-0.008180779
3818,book:The_Unknown_Soldier_(novel),cluster1,1.3612775,-0.056254726
3819,book:Once_and_for_All_(novel),cluster3,-0.9511642,-0.25083414
3820,book:The_First_Daughter_(novel),cluster1,1.3417132,-0.21168315
3821,book:The_Legend_Book_of_Science_Fiction,cluster2,0.49227476,0.5155921
3822,book:The_Twelve_Days_of_Dash_&_Lily,cluster0,0.3972323,-0.35325983
3823,book:See_Jane_Run,cluster5,-0.52766436,0.0079440605
3824,book:The_Way_to_Cook,cluster0,0.5471033,-0.62121785
3825,book:A_Banquet_of_Consequences,cluster3,-1.1215541,-0.06479957
3826,book:The_Gods_Themselves,cluster3,-1.2240646,-0.15955824
3827,book:True_Crime_Addict,cluster0,0.6575955,-0.5569764
3828,book:The_Bread-Winners,cluster3,-0.7701882,-0.071025155
3829,book:Taming_the_Star_Runner,cluster0,0.29589504,-0.25471672
3830,book:On_Beauty,cluster2,0.5161203,0.7741346
3831,book:Learning_Perl,cluster0,0.5619155,0.00735805
3832,book:The_Adding_Machine:_Collected_Essays,cluster0,0.6421274,-0.8163054
3833,book:Pastime_(novel),cluster0,0.3996643,-0.47528604
3834,book:Democracy:_The_God_That_Failed,cluster1,0.8385085,0.0745981
3835,book:The_Lost_Hero,cluster3,-0.9112372,-0.51631373
3836,book:True_Story:_A_Novel,cluster0,0.55819523,-0.68264496
3837,book:Collected_Poems_(Larkin),cluster2,0.74548143,0.8314072
3838,book:From_Reverence_to_Rape,cluster3,-0.7116287,-0.29326823
3839,book:The_True_Tale_of_the_Monster_Billy_Dean,cluster0,0.63215476,-0.121121764
3840,book:Neuromancer,cluster3,-0.7973515,-0.3151903
3841,book:The_Outcasts_of_19_Schuyler_Place,cluster0,0.6656285,-0.8194936
3842,"book:Women,_Fire,_and_Dangerous_Things",cluster5,-0.10572323,0.23955514
3843,book:The_Rock_of_Tanios,cluster1,1.4276812,-0.10387883
3844,book:Dragon's_Oath,cluster3,-0.9792307,-0.68531835
3845,book:Revolution_(book),cluster4,-0.6623888,0.8652041
3846,book:The_7_Habits_of_Highly_Effective_People,cluster1,2.3343818,-0.4314149
3847,book:Against_the_Tide_of_Years,cluster0,0.51939523,-0.5923553
3848,book:Nirmala_(novel),cluster1,0.90624386,0.2541757
3849,book:Sagas_of_Conan,cluster0,0.2571881,-0.6886784
3850,book:Dead_Even,cluster0,0.37947398,-0.44569042
3851,"book:The_Hello,_Goodbye_Window",cluster0,0.42142513,-0.5133603
3852,book:A_Light_in_the_Black,cluster4,-0.5640901,1.0903242
3853,book:Captains_of_the_Sands,cluster5,0.070343696,0.6878818
3854,book:The_Schooldays_of_Jesus,cluster1,1.2674541,0.1230044
3855,book:Fatal_Cure,cluster3,-1.0928749,-0.11804521
3856,book:The_Mirage_(Ruff_novel),cluster3,-1.2152461,-0.14725998
3857,book:The_Impossible_Dead,cluster2,0.97270066,0.9771128
3858,book:Wisp_of_a_Thing,cluster0,0.34118742,-0.25620824
3859,book:In_the_Presence_of_the_Enemy,cluster3,-0.9943708,-0.02449572
3860,book:The_Kitchen_God's_Wife,cluster0,0.69433355,-0.81239545
3861,book:Cotton_Comes_to_Harlem_(novel),cluster0,0.44872898,-0.24486569
3862,book:A_Devil's_Chaplain,cluster2,0.9072241,0.9564203
3863,"book:Aramis,_or_the_Love_of_Technology",cluster1,1.3000617,-0.2204442
3864,book:Atmabrittanta,cluster1,0.9946149,0.18682212
3865,book:A_Deepness_in_the_Sky,cluster3,-1.1373001,-0.1294818
3866,book:The_Garden_Book,cluster0,0.61865324,0.095599964
3867,book:Redrawing_India:_The_Teach_For_India_Story,cluster5,-0.65719396,-0.04367248
3868,book:A_Fortunate_Life,cluster1,0.975882,-0.15567422
3869,book:Then_It_Fell_Apart,cluster3,-0.6950898,-0.30927807
3870,book:Interpreter_of_Maladies,cluster0,0.38780478,-0.5077193
3871,book:Alabama_Moon,cluster0,0.20036878,-0.37522084
3872,book:Different_Seasons,cluster3,-1.0063844,-0.25971478
3873,book:The_Sherwood_Ring,cluster1,0.9185481,-0.10939299
3874,book:To_Babel_and_Back,cluster5,-0.26584172,0.21331933
3875,book:Eros_the_Bittersweet,cluster0,0.568013,-0.7826751
3876,book:The_Night_Circus,cluster0,0.33195138,-0.40890923
3877,book:Rich_Like_Us,cluster1,1.7848753,-0.4809623
3878,book:Red_Queen_(novel),cluster0,0.37117642,-0.5391906
3879,book:My_Idea_of_Fun,cluster2,0.743042,0.87105006
3880,book:War_of_the_Worlds:_New_Millennium,cluster0,0.5319478,-0.49614707
3881,book:Professor_Dowell's_Head,cluster3,-0.70061606,-0.123464555
3882,book:Pirate_King_(novel),cluster0,0.30619964,-0.39218536
3883,book:The_Westing_Game,cluster1,1.1947062,-0.20892446
3884,book:Existentialism_Is_a_Humanism,cluster1,1.4665946,-0.00038877595
3885,book:Tar_Beach,cluster3,-0.60868317,-0.6336533
3886,book:Other_Songs_(novel),cluster5,-0.47270125,0.13692778
3887,book:Friends_'Til_the_End_(book),cluster4,-1.0849738,0.4870529
3888,book:For_the_Living_and_the_Dead,cluster0,0.3397831,0.2039221
3889,book:The_Story_of_an_Unknown_Man,cluster5,0.15972722,0.27323014
3890,book:Hollow_Earth_(novel),cluster2,1.1268424,0.90317035
3891,book:Eleven_on_Top,cluster3,-0.86682457,0.271673
3892,book:Spring_Snow,cluster1,1.068831,-0.24314001
3893,book:Peace_Talks_(The_Dresden_Files),cluster3,-1.1359068,-0.3824723
3894,book:Alvin_York:_A_New_Biography_of_the_Hero_of_the_Argonne,cluster0,0.9571008,-0.27562854
3895,book:The_New_Centurions_(novel),cluster3,-1.1160084,-0.19804108
3896,book:Artemis_Fowl_and_the_Last_Guardian,cluster1,0.60479593,-0.018091923
3897,book:Far_Rainbow,cluster3,-0.5326955,0.041024275
3898,book:The_Farewell_Waltz,cluster5,-0.50200564,0.13123682
3899,book:Mr._Tickle,cluster4,-0.6168991,0.8649464
3900,book:Traitor's_Purse,cluster4,-0.40389454,1.2034924
3901,book:The_Silence_of_the_Lambs_(novel),cluster0,0.5784152,-0.101024374
3902,book:People_of_Darkness,cluster3,-0.45899224,-0.30915773
3903,book:Faery_in_Shadow,cluster4,-0.8862186,0.8003981
3904,book:My_Opposition,cluster2,1.4345949,1.0466213
3905,book:Season_in_Purgatory,cluster5,-0.7945571,0.24625625
3906,book:No_Regrets_(book),cluster3,-1.0121862,0.1957421
3907,book:The_Bloody_Sun,cluster0,0.70159245,-0.071759164
3908,book:Northern_Lights_(Pullman_novel),cluster4,-0.609805,0.9743587
3909,book:Miss_Rumphius,cluster3,-0.9840523,-0.24193712
3910,book:Bagombo_Snuff_Box,cluster0,0.35364607,-0.6045633
3911,book:Sourcery,cluster5,-0.6989129,-0.07117298
3912,book:Starting_Over_(autobiography),cluster0,0.5386807,-0.42351446
3913,book:The_Heritage_of_Hastur,cluster0,0.65547526,0.06742875
3914,book:Hunter_of_Worlds,cluster3,-1.205625,-0.26099235
3915,book:Atheïstisch_manifest,cluster1,0.90053713,-0.29326534
3916,book:The_Yellow_Admiral,cluster4,-0.8410133,0.5462794
3917,book:Perchance_to_Dream_(novel),cluster0,0.4369332,-0.29911527
3918,book:A_Prisoner_of_Birth,cluster2,0.5685294,0.64318526
3919,book:Ingenious_Pain,cluster5,-0.53771424,0.1259012
3920,book:Locked_On_(novel),cluster0,0.38038793,-0.36550665
3921,book:Maps_in_a_Mirror,cluster0,0.6284162,-0.5412141
3922,book:Marilyn:_A_Biography,cluster3,-0.8719728,-0.23836598
3923,book:Anna_Hastings,cluster3,-1.0049082,-0.14286892
3924,book:The_Damage_Done_(book),cluster1,0.7766874,-0.08555619
3925,book:Fires_on_the_Plain_(novel),cluster1,0.93229514,-0.22303443
3926,book:The_Eagle's_Prophecy,cluster2,0.6640694,0.97087044
3927,book:The_Hero_with_a_Thousand_Faces,cluster3,-1.0211476,-0.35887986
3928,book:The_Answer_(novel),cluster3,-1.011033,-0.34752956
3929,book:Godaan,cluster1,1.2864741,0.39123833
3930,book:Mars_Life,cluster3,-0.5643493,-0.12981215
3931,book:Glimpses:_A_Collection_of_Nightrunner_Short_Stories,cluster0,0.43337455,-0.3459402
3932,book:Witches'_Brew_(novel),cluster0,0.2740924,-0.22566928
3933,book:Indecent_Exposure_(novel),cluster2,0.7220758,0.7034424
3934,book:Dark_Universe_(novel),cluster0,0.47001565,-0.5400866
3935,book:The_Dark_Wind,cluster1,0.9013148,-0.21717183
3936,book:The_Man_from_Primrose_Lane,cluster3,-0.90954626,-0.15140417
3937,book:After_Dark_(Murakami_novel),cluster0,0.6572291,-0.043836445
3938,book:Lionel_Asbo:_State_of_England,cluster1,1.3549021,0.40011182
3939,book:The_Passion_of_Michel_Foucault,cluster3,-0.6538436,-0.6840964
3940,book:The_Atlas_(novel),cluster0,0.32734546,-0.45274892
3941,book:Pretty_Paper_(novel),cluster0,0.43705574,-0.18587789
3942,book:Dear_Mr._Henshaw,cluster0,0.24047847,-0.24916771
3943,book:Objectivism:_The_Philosophy_of_Ayn_Rand,cluster0,0.70647526,-0.83552396
3944,book:A_Thousand_Splendid_Suns,cluster0,0.39237598,-0.35249665
3945,book:Judgment_Day:_My_Years_with_Ayn_Rand,cluster3,-0.6181372,-0.37400785
3946,book:Lost_Boys_(novel),cluster3,-1.3559906,-0.19798608
3947,book:%22B%22_Is_for_Burglar,cluster0,0.3714536,-0.47271875
3948,book:Imperium_(Kapuściński_book),cluster5,-0.8840751,0.31258842
3949,book:Fed_Up!_(book),cluster0,0.48949718,-0.5356767
3950,book:Black_Robe,cluster5,-0.7156448,0.57265306
3951,book:The_Oath_(Wiesel_novel),cluster5,-0.7601541,0.25041187
3952,book:%22F%22_Is_for_Fugitive,cluster0,0.49202764,-0.44181174
3953,book:Beauty_Confidential,cluster0,0.6536284,-0.77978593
3954,book:The_Optimists_(novel),cluster5,-0.14290163,-0.09964077
3955,book:The_Art_of_Asking,cluster3,-1.0377705,-0.03830345
3956,book:The_BFG,cluster2,0.5856394,0.7308778
3957,book:Pure_(Miller_novel),cluster1,0.8559295,0.31722334
3958,book:How_Much_for_Just_the_Planet%3F,cluster0,0.6577425,-0.8740044
3959,book:God's_Bits_of_Wood,cluster1,1.0868052,-0.21722066
3960,book:Unacknowledged_Legislation:_Writers_in_the_Public_Sphere,cluster5,-0.7255583,0.09986656
3961,book:Lavinia_(novel),cluster3,-1.1420012,0.00389746
3962,book:Meet_the_Austins,cluster0,0.30494314,-0.6508776
3963,book:Dating_Dead_Men,cluster3,-0.74774504,0.032271873
3964,book:The_Number_of_the_Beast_(novel),cluster0,0.42452434,-0.6753882
3965,book:Boy_Meets_Boy_(novel),cluster0,0.23626441,-0.115816906
3966,book:The_City_and_the_Mountains,cluster5,-0.44564605,0.3031111
3967,book:The_Day_the_Leader_was_Killed,cluster1,1.2683989,0.06466877
3968,book:Chapterhouse:_Dune,cluster3,-1.0948168,0.05335076
3969,"book:Girl,_20",cluster4,-0.17166139,1.2220331
3970,book:Down_in_the_City,cluster5,-0.5351284,0.33380386
3971,book:Hard_to_Be_a_God,cluster3,-0.7904345,0.2690926
3972,book:The_Fatal_Conceit,cluster3,-0.8258587,-0.08486712
3973,book:Saints_of_the_Shadow_Bible,cluster1,0.76786536,0.05200817
3974,book:Ceremony_(Silko_novel),cluster3,-1.0499789,-0.3546408
3975,book:The_City_(Weber_book),cluster1,2.0005245,0.20013192
3976,book:Tantu,cluster1,1.309882,0.16665398
3977,book:Flanimals:_The_Day_of_the_Bletchling,cluster5,-0.59127706,0.30988753
3978,book:The_Lesser_Evil:_Political_Ethics_in_an_Age_of_Terror,cluster1,1.6989301,-0.0111490125
3979,book:Lion_Country,cluster5,-0.4382594,0.44092882
3980,book:The_Deviant_Strain,cluster1,0.91517574,0.13362126
3981,book:Selected_Poems_1965–1975,cluster1,1.291863,0.30176765
3982,book:My_Family_and_Other_Animals,cluster4,-0.40370354,1.2009127
3983,book:The_Emoji_Code,cluster0,0.55030906,-0.6855786
3984,"book:The_Princess_Diaries,_Volume_IV:_Princess_in_Waiting",cluster0,0.19951366,-0.21105595
3985,"book:Fallen_Angels_(Niven,_Pournelle,_and_Flynn_novel)",cluster0,0.48396537,-0.5353651
3986,book:The_Best_of_Frank_Herbert,cluster0,0.27980006,-0.45873314
3987,book:Rocks_of_Ages,cluster3,-0.91794056,0.093737565
3988,book:In_Defense_of_Anarchism,cluster3,-0.81342334,-0.37556827
3989,book:Union_Street_(novel),cluster1,2.8295767,-0.044643823
3990,book:Limes_inferior,cluster3,-0.8682257,-0.07737373
3991,book:Hell_House_(novel),cluster0,0.5277944,0.27126855
3992,book:Wizards'_Worlds,cluster0,0.5584025,0.101378076
3993,book:I'm_Off_Then,cluster5,0.23686971,0.038058423
3994,book:Tex_(novel),cluster3,-1.0071571,-0.34234366
3995,book:Switched_(novel),cluster0,0.47520816,-0.5951046
3996,book:Jesus_Video,cluster1,0.9120445,0.12904619
3997,book:Our_Lady_of_the_Flowers,cluster1,1.9743049,0.14696005
3998,book:Pathfinder_(novel),cluster0,0.27774683,-0.61747134
